quarter,CPI_YoY,Consumer_Confidence_Index,Ind_Value_Added_YoY,M2_YoY,PPI_YoY,Real_Estate_Climate_Index,CPI_MoM_Idx,CPI_MoM,CPI_Level,CPI_YoY,PPI_MoM_Idx,PPI_MoM,PPI_Level,PPI_YoY_Rate,CPI_QoQ_Ann,CPI_YoY_from_Level,GDP_level,GDP_yoy_pct
2020Q1,100.32094433666667,45.9,-0.3666666666666667,9.1,99.39999999999999,97.785,100.32094433666667,0.3209443366666657,155.4411550921991,4.943136092457741,99.39999999999999,-0.6000000000000038,2631.9331818391456,-4.597968323975336,3.84189884254027,4.270063657100187,209671.1,-5.320655901747495
2020Q2,99.42623170666667,50.76666666666667,4.366666666666667,11.1,96.73333333333333,99.35333333333334,99.42623170666667,-0.5737682933333351,152.7778579141522,2.7377127180136926,96.73333333333333,-3.2666666666666657,2382.301136248644,-13.133058711980107,-6.679381903202497,2.4834219559488613,253450.0,2.9473110422313598
2020Q3,100.41645783333333,51.199999999999996,5.766666666666667,10.666666666666666,97.83333333333333,100.28333333333335,100.41645783333333,0.41645783333333003,154.69401800837525,2.262969271136502,97.83333333333333,-2.1666666666666665,2230.7722995923223,-18.822987835096427,5.112027587244361,1.717458396896121,269910.2,5.424117814323082
2020Q4,99.93333333333334,51.800000000000004,7.066666666666666,10.433333333333332,98.66666666666667,100.60333333333334,99.93333333333334,-0.06666666666666288,154.37768823299444,0.10855147006013643,98.66666666666667,-1.3333333333333333,2142.5625213210446,-20.082038749466477,-0.8154441127099954,0.2563001877717852,301836.2,6.957725936157644
2021Q1,100.36666666666667,51.26666666666667,4.7,9.633333333333333,102.13333333333333,101.35,100.36666666666667,0.36666666666666475,156.07270893648624,-0.01844599933886748,102.13333333333333,2.133333333333335,2281.6860563032396,-17.13676937067287,4.464743198452337,0.4062977040491855,255055.2,21.64537697374602
2021Q2,99.7,51.0,8.966666666666667,8.333333333333334,108.2,101.16333333333334,99.7,-0.3000000000000019,154.67210870074518,1.26568747143323,108.2,8.199999999999998,2889.8981325877357,8.335689519654588,-3.54157816980345,1.2398725917844633,287979.2,13.623673308344841
2021Q3,100.13333333333333,50.03333333333333,4.933333333333334,8.266666666666667,109.73333333333333,100.98,100.13333333333333,0.1333333333333305,155.29126115187424,0.6425506869710551,109.73333333333333,9.733333333333334,3818.3063731781517,52.67168097339658,1.6108400887199892,0.386080309496295,297961.9,10.392975145066764
2021Q4,100.26666666666667,49.86666666666667,3.8666666666666667,8.733333333333333,112.23333333333333,100.435,100.26666666666667,0.26666666666667044,156.53280174031755,1.7339913551601398,112.23333333333333,12.233333333333334,5396.797072488248,125.9250567518173,3.2365224274649496,1.3960006345415055,332826.7,10.26732380012736
2022Q1,100.33333333333333,49.93333333333334,1.6666666666666667,9.566666666666666,108.73333333333333,96.77333333333333,100.33333333333333,0.3333333333333333,158.1018865449625,0.9624817370244676,108.73333333333333,8.733333333333329,6937.7427272720015,190.38645625537234,4.070292242152163,1.300148900024567,277175.8,8.672867677271423
2022Q2,100.06666666666666,49.06666666666666,0.5666666666666668,11.0,106.83333333333333,95.63,100.06666666666666,0.06666666666666761,158.41682550296005,2.1479450704553336,106.83333333333333,6.833333333333333,8458.609157051333,200.10615916596257,0.7991840017279372,2.4210679182373074,299111.5,3.865661131081688
2022Q3,100.23333333333333,49.5,4.766666666666667,12.1,102.46666666666665,95.06333333333333,100.23333333333333,0.23333333333333428,159.5268498230069,2.5910205847596623,102.46666666666665,2.4666666666666686,9097.73907662373,159.82697274024335,2.832390555461828,2.7275125719986804,315399.6,5.852325414759396
2022Q4,99.96666666666665,48.06666666666666,2.8333333333333335,12.0,98.89999999999999,94.49000000000001,99.96666666666665,-0.03333333333333618,159.36700391948423,1.8104082817827827,98.89999999999999,-1.099999999999999,8800.696230885713,83.80228312334798,-0.4001979999040284,1.8106123110659622,342342.4,2.859055478421646
2023Q1,100.0,51.53333333333333,1.3,12.733333333333334,98.43333333333334,94.61,100.0,0.0,159.35921406033265,1.3700187073623304,98.43333333333334,-1.5666666666666675,8392.864926989483,34.54105825554274,-0.019550566494086485,0.7952640811863976,292368.8,5.48135876220075
