provcd,province_name,region,date,commodity,cpi_index
50,Chongqing,West,2024-01-01,eggs,97.9
50,Chongqing,West,2023-12-01,eggs,100.5
50,Chongqing,West,2023-11-01,eggs,95.3
50,Chongqing,West,2023-10-01,eggs,97.4
50,Chongqing,West,2023-09-01,eggs,103.1
50,Chongqing,West,2023-08-01,eggs,107.1
50,Chongqing,West,2023-07-01,eggs,100.2
50,Chongqing,West,2023-06-01,eggs,98.8
50,Chongqing,West,2023-05-01,eggs,96.7
50,Chongqing,West,2023-04-01,eggs,100.7
50,Chongqing,West,2023-03-01,eggs,98
50,Chongqing,West,2023-02-01,eggs,97.5
50,Chongqing,West,2023-01-01,eggs,95.6
50,Chongqing,West,2022-12-01,eggs,94
50,Chongqing,West,2022-11-01,eggs,104.2
50,Chongqing,West,2022-10-01,eggs,97.7
50,Chongqing,West,2022-09-01,eggs,109
50,Chongqing,West,2022-08-01,eggs,105.8
50,Chongqing,West,2022-07-01,eggs,99
50,Chongqing,West,2022-06-01,eggs,96
50,Chongqing,West,2022-05-01,eggs,101
50,Chongqing,West,2022-04-01,eggs,109.6
50,Chongqing,West,2022-03-01,eggs,98.3
50,Chongqing,West,2022-02-01,eggs,98.7
50,Chongqing,West,2022-01-01,eggs,96.6
50,Chongqing,West,2021-12-01,eggs,95.3
50,Chongqing,West,2021-11-01,eggs,111
50,Chongqing,West,2021-10-01,eggs,94.4
50,Chongqing,West,2021-09-01,eggs,100.4
50,Chongqing,West,2021-08-01,eggs,107.7
50,Chongqing,West,2021-07-01,eggs,102.4
50,Chongqing,West,2021-06-01,eggs,95.9
50,Chongqing,West,2021-05-01,eggs,105.2
50,Chongqing,West,2021-04-01,eggs,100.8
50,Chongqing,West,2021-03-01,eggs,93.7
50,Chongqing,West,2021-02-01,eggs,101.3
50,Chongqing,West,2021-01-01,eggs,106.8
50,Chongqing,West,2020-12-01,eggs,103.6
50,Chongqing,West,2020-11-01,eggs,97.2
50,Chongqing,West,2020-10-01,eggs,98.3
50,Chongqing,West,2020-09-01,eggs,99.7
50,Chongqing,West,2020-08-01,eggs,106.8
50,Chongqing,West,2020-07-01,eggs,104.5
50,Chongqing,West,2020-06-01,eggs,97.2
50,Chongqing,West,2020-05-01,eggs,97.7
50,Chongqing,West,2020-04-01,eggs,95.5
50,Chongqing,West,2020-03-01,eggs,93.5
50,Chongqing,West,2020-02-01,eggs,96.1
50,Chongqing,West,2020-01-01,eggs,94.3
50,Chongqing,West,2019-12-01,eggs,97.1
50,Chongqing,West,2019-11-01,eggs,99.5
50,Chongqing,West,2019-10-01,eggs,99
50,Chongqing,West,2019-09-01,eggs,106.2
50,Chongqing,West,2019-08-01,eggs,103
50,Chongqing,West,2019-07-01,eggs,102
50,Chongqing,West,2019-06-01,eggs,98.9
50,Chongqing,West,2019-05-01,eggs,106.6
50,Chongqing,West,2019-04-01,eggs,99.1
50,Chongqing,West,2019-03-01,eggs,97.8
50,Chongqing,West,2019-02-01,eggs,96.6
50,Chongqing,West,2019-01-01,eggs,100.4
50,Chongqing,West,2018-12-01,eggs,100.2
50,Chongqing,West,2018-11-01,eggs,96.5
50,Chongqing,West,2018-10-01,eggs,98.1
50,Chongqing,West,2018-09-01,eggs,102
50,Chongqing,West,2018-08-01,eggs,109.3
50,Chongqing,West,2018-07-01,eggs,99.6
50,Chongqing,West,2018-06-01,eggs,102.9
50,Chongqing,West,2018-05-01,eggs,101.7
50,Chongqing,West,2018-04-01,eggs,97
50,Chongqing,West,2018-03-01,eggs,97.7
50,Chongqing,West,2018-02-01,eggs,100.7
50,Chongqing,West,2018-01-01,eggs,101.1
50,Chongqing,West,2017-12-01,eggs,103.5
50,Chongqing,West,2017-11-01,eggs,100.6
50,Chongqing,West,2017-10-01,eggs,95.5
50,Chongqing,West,2017-09-01,eggs,106
50,Chongqing,West,2017-08-01,eggs,110.7
50,Chongqing,West,2017-07-01,eggs,105.1
50,Chongqing,West,2017-06-01,eggs,103.4
50,Chongqing,West,2017-05-01,eggs,96.2
50,Chongqing,West,2017-04-01,eggs,99.4
50,Chongqing,West,2017-03-01,eggs,96.8
50,Chongqing,West,2017-02-01,eggs,95
50,Chongqing,West,2017-01-01,eggs,97.4
50,Chongqing,West,2016-12-01,eggs,101
50,Chongqing,West,2016-11-01,eggs,98
50,Chongqing,West,2016-10-01,eggs,97.5
50,Chongqing,West,2016-09-01,eggs,108.6
50,Chongqing,West,2016-08-01,eggs,103.7
50,Chongqing,West,2016-07-01,eggs,97.1
50,Chongqing,West,2016-06-01,eggs,99.5
50,Chongqing,West,2016-05-01,eggs,98.2
50,Chongqing,West,2016-04-01,eggs,98.5
50,Chongqing,West,2016-03-01,eggs,93.6
50,Chongqing,West,2016-02-01,eggs,100.1
50,Chongqing,West,2016-01-01,eggs,100.4
50,Chongqing,West,2015-12-01,eggs,101.8
50,Chongqing,West,2015-11-01,eggs,97.2
50,Chongqing,West,2015-10-01,eggs,98.4
50,Chongqing,West,2015-09-01,eggs,103.9
50,Chongqing,West,2015-08-01,eggs,106.4
50,Chongqing,West,2015-07-01,eggs,99
50,Chongqing,West,2015-06-01,eggs,99.2
50,Chongqing,West,2015-05-01,eggs,100.4
50,Chongqing,West,2015-04-01,eggs,95
50,Chongqing,West,2015-03-01,eggs,96.1
50,Chongqing,West,2015-02-01,eggs,99.1
50,Chongqing,West,2015-01-01,eggs,97.6
50,Chongqing,West,2014-12-01,eggs,99.2
50,Chongqing,West,2014-11-01,eggs,99.1
50,Chongqing,West,2014-10-01,eggs,98.4
50,Chongqing,West,2014-09-01,eggs,104.8
50,Chongqing,West,2014-08-01,eggs,104.1
50,Chongqing,West,2014-07-01,eggs,102.4
50,Chongqing,West,2014-06-01,eggs,97.1
50,Chongqing,West,2014-05-01,eggs,104.1
50,Chongqing,West,2014-04-01,eggs,99.3
50,Chongqing,West,2014-03-01,eggs,98.8
50,Chongqing,West,2014-02-01,eggs,98.2
50,Chongqing,West,2014-01-01,eggs,100
50,Chongqing,West,2013-12-01,eggs,99.9
50,Chongqing,West,2013-11-01,eggs,99.4
50,Chongqing,West,2013-10-01,eggs,98.2
50,Chongqing,West,2013-09-01,eggs,105.1
50,Chongqing,West,2013-08-01,eggs,103.9
50,Chongqing,West,2013-07-01,eggs,99.4
50,Chongqing,West,2013-06-01,eggs,99.4
50,Chongqing,West,2013-05-01,eggs,99.9
50,Chongqing,West,2013-04-01,eggs,98.4
50,Chongqing,West,2013-03-01,eggs,95.2
50,Chongqing,West,2013-02-01,eggs,101.1
50,Chongqing,West,2013-01-01,eggs,102
50,Chongqing,West,2012-12-01,eggs,101.6
50,Chongqing,West,2012-11-01,eggs,98.4
50,Chongqing,West,2012-10-01,eggs,97.5
50,Chongqing,West,2012-09-01,eggs,109.6
50,Chongqing,West,2012-08-01,eggs,108.1
50,Chongqing,West,2012-07-01,eggs,95.6
50,Chongqing,West,2012-06-01,eggs,112.1
50,Chongqing,West,2012-05-01,eggs,98.7
50,Chongqing,West,2012-04-01,eggs,98.2
50,Chongqing,West,2012-03-01,eggs,96.4
50,Chongqing,West,2012-02-01,eggs,93.6
50,Chongqing,West,2012-01-01,eggs,99.2
35,Fujian,East,2025-12-01,eggs,99.5
35,Fujian,East,2025-11-01,eggs,99.6
35,Fujian,East,2025-10-01,eggs,100.5
35,Fujian,East,2025-09-01,eggs,102.2
35,Fujian,East,2025-08-01,eggs,102.1
35,Fujian,East,2025-07-01,eggs,98.7
35,Fujian,East,2025-06-01,eggs,96.2
35,Fujian,East,2025-05-01,eggs,97.9
35,Fujian,East,2025-04-01,eggs,98.2
35,Fujian,East,2025-03-01,eggs,96
35,Fujian,East,2025-02-01,eggs,95.6
35,Fujian,East,2025-01-01,eggs,98.6
35,Fujian,East,2024-12-01,eggs,99.9
35,Fujian,East,2024-11-01,eggs,98.6
35,Fujian,East,2024-10-01,eggs,99.1
35,Fujian,East,2024-09-01,eggs,102.9
35,Fujian,East,2024-08-01,eggs,103.1
35,Fujian,East,2024-07-01,eggs,105.2
35,Fujian,East,2024-06-01,eggs,102
35,Fujian,East,2024-05-01,eggs,102.9
35,Fujian,East,2024-04-01,eggs,96.4
35,Fujian,East,2024-03-01,eggs,95.2
35,Fujian,East,2024-02-01,eggs,97.3
35,Fujian,East,2024-01-01,eggs,97.9
35,Fujian,East,2023-12-01,eggs,99.5
35,Fujian,East,2023-11-01,eggs,96.2
35,Fujian,East,2023-10-01,eggs,97.5
35,Fujian,East,2023-09-01,eggs,102.3
35,Fujian,East,2023-08-01,eggs,108.5
35,Fujian,East,2023-07-01,eggs,98.8
35,Fujian,East,2023-06-01,eggs,97.2
35,Fujian,East,2023-05-01,eggs,99.3
35,Fujian,East,2023-04-01,eggs,99.2
35,Fujian,East,2023-03-01,eggs,99.4
35,Fujian,East,2023-02-01,eggs,97.2
35,Fujian,East,2023-01-01,eggs,95.8
35,Fujian,East,2022-12-01,eggs,98
35,Fujian,East,2022-11-01,eggs,102.2
35,Fujian,East,2022-10-01,eggs,103.3
35,Fujian,East,2022-09-01,eggs,106.2
35,Fujian,East,2022-08-01,eggs,103.7
35,Fujian,East,2022-07-01,eggs,99.5
35,Fujian,East,2022-06-01,eggs,96
35,Fujian,East,2022-05-01,eggs,100.9
35,Fujian,East,2022-04-01,eggs,107.2
35,Fujian,East,2022-03-01,eggs,99.2
35,Fujian,East,2022-02-01,eggs,98.6
35,Fujian,East,2022-01-01,eggs,97.2
35,Fujian,East,2021-12-01,eggs,98.4
35,Fujian,East,2021-11-01,eggs,103.2
35,Fujian,East,2021-10-01,eggs,97.6
35,Fujian,East,2021-09-01,eggs,100.5
35,Fujian,East,2021-08-01,eggs,108.1
35,Fujian,East,2021-07-01,eggs,102
35,Fujian,East,2021-06-01,eggs,98.9
35,Fujian,East,2021-05-01,eggs,103.3
35,Fujian,East,2021-04-01,eggs,100.2
35,Fujian,East,2021-03-01,eggs,95.9
35,Fujian,East,2021-02-01,eggs,94.7
35,Fujian,East,2021-01-01,eggs,112
35,Fujian,East,2020-12-01,eggs,100.9
35,Fujian,East,2020-11-01,eggs,98.8
35,Fujian,East,2020-10-01,eggs,98.9
35,Fujian,East,2020-09-01,eggs,100.8
35,Fujian,East,2020-08-01,eggs,111
35,Fujian,East,2020-07-01,eggs,103.4
35,Fujian,East,2020-06-01,eggs,95.2
35,Fujian,East,2020-05-01,eggs,94.2
35,Fujian,East,2020-04-01,eggs,98
35,Fujian,East,2020-03-01,eggs,96.5
35,Fujian,East,2020-02-01,eggs,95.8
35,Fujian,East,2020-01-01,eggs,93.9
35,Fujian,East,2019-12-01,eggs,94.3
