provcd,province_name,region,date,commodity,cpi_index
50,Chongqing,West,2017-03-01,meat,96.1
50,Chongqing,West,2017-02-01,meat,98.8
50,Chongqing,West,2017-01-01,meat,102.6
50,Chongqing,West,2016-12-01,meat,100.8
50,Chongqing,West,2016-11-01,meat,97.9
50,Chongqing,West,2016-10-01,meat,98.7
50,Chongqing,West,2016-09-01,meat,100
50,Chongqing,West,2016-08-01,meat,99.1
50,Chongqing,West,2016-07-01,meat,97.1
50,Chongqing,West,2016-06-01,meat,100.5
50,Chongqing,West,2016-05-01,meat,102
50,Chongqing,West,2016-04-01,meat,102.2
50,Chongqing,West,2016-03-01,meat,97.8
50,Chongqing,West,2016-02-01,meat,105.2
50,Chongqing,West,2016-01-01,meat,103.5
35,Fujian,East,2025-12-01,meat,98.6
35,Fujian,East,2025-11-01,meat,98.7
35,Fujian,East,2025-10-01,meat,98.6
35,Fujian,East,2025-09-01,meat,99.7
35,Fujian,East,2025-08-01,meat,99.7
35,Fujian,East,2025-07-01,meat,100.1
35,Fujian,East,2025-06-01,meat,99.6
35,Fujian,East,2025-05-01,meat,99.4
35,Fujian,East,2025-04-01,meat,99.6
35,Fujian,East,2025-03-01,meat,98.5
35,Fujian,East,2025-02-01,meat,99.8
35,Fujian,East,2025-01-01,meat,100.1
35,Fujian,East,2024-12-01,meat,98.4
35,Fujian,East,2024-11-01,meat,98.3
35,Fujian,East,2024-10-01,meat,98.1
35,Fujian,East,2024-09-01,meat,99.4
35,Fujian,East,2024-08-01,meat,105.4
35,Fujian,East,2024-07-01,meat,100.4
35,Fujian,East,2024-06-01,meat,105.3
35,Fujian,East,2024-05-01,meat,99.6
35,Fujian,East,2024-04-01,meat,99.8
35,Fujian,East,2024-03-01,meat,98.1
35,Fujian,East,2024-02-01,meat,102.9
35,Fujian,East,2024-01-01,meat,99
35,Fujian,East,2023-12-01,meat,99.4
35,Fujian,East,2023-11-01,meat,98.2
35,Fujian,East,2023-10-01,meat,99.1
35,Fujian,East,2023-09-01,meat,100.4
35,Fujian,East,2023-08-01,meat,103.7
35,Fujian,East,2023-07-01,meat,99.7
35,Fujian,East,2023-06-01,meat,98.8
35,Fujian,East,2023-05-01,meat,98.3
35,Fujian,East,2023-04-01,meat,97.8
35,Fujian,East,2023-03-01,meat,98.2
35,Fujian,East,2023-02-01,meat,94.3
35,Fujian,East,2023-01-01,meat,95.8
35,Fujian,East,2022-12-01,meat,94.1
35,Fujian,East,2022-11-01,meat,101.1
35,Fujian,East,2022-10-01,meat,106.1
35,Fujian,East,2022-09-01,meat,103
35,Fujian,East,2022-08-01,meat,100.6
35,Fujian,East,2022-07-01,meat,112.5
35,Fujian,East,2022-06-01,meat,100.7
35,Fujian,East,2022-05-01,meat,102.5
35,Fujian,East,2022-04-01,meat,99.6
35,Fujian,East,2022-03-01,meat,94.9
35,Fujian,East,2022-02-01,meat,98.3
35,Fujian,East,2022-01-01,meat,99
35,Fujian,East,2021-12-01,meat,102
35,Fujian,East,2021-11-01,meat,106.3
35,Fujian,East,2021-10-01,meat,96.8
35,Fujian,East,2021-09-01,meat,97.4
35,Fujian,East,2021-08-01,meat,99.2
35,Fujian,East,2021-07-01,meat,96.5
35,Fujian,East,2021-06-01,meat,92.3
35,Fujian,East,2021-05-01,meat,94.1
35,Fujian,East,2021-04-01,meat,92.4
35,Fujian,East,2021-03-01,meat,93
35,Fujian,East,2021-02-01,meat,100.7
35,Fujian,East,2021-01-01,meat,104.3
35,Fujian,East,2020-12-01,meat,104.1
35,Fujian,East,2020-11-01,meat,94.3
35,Fujian,East,2020-10-01,meat,95
35,Fujian,East,2020-09-01,meat,99.2
35,Fujian,East,2020-08-01,meat,101.1
35,Fujian,East,2020-07-01,meat,107.1
35,Fujian,East,2020-06-01,meat,101.6
35,Fujian,East,2020-05-01,meat,93.8
35,Fujian,East,2020-04-01,meat,93.9
35,Fujian,East,2020-03-01,meat,95.5
35,Fujian,East,2020-02-01,meat,108.4
35,Fujian,East,2020-01-01,meat,105.2
35,Fujian,East,2019-12-01,meat,95.7
35,Fujian,East,2019-11-01,meat,105.8
35,Fujian,East,2019-10-01,meat,115.6
35,Fujian,East,2019-09-01,meat,113.1
35,Fujian,East,2019-08-01,meat,115.6
35,Fujian,East,2019-07-01,meat,105.6
35,Fujian,East,2019-06-01,meat,102.7
35,Fujian,East,2019-05-01,meat,99.6
35,Fujian,East,2019-04-01,meat,100.1
35,Fujian,East,2019-03-01,meat,97
35,Fujian,East,2019-02-01,meat,99.5
35,Fujian,East,2019-01-01,meat,103.8
35,Fujian,East,2018-12-01,meat,103.4
35,Fujian,East,2018-11-01,meat,100.4
35,Fujian,East,2018-10-01,meat,101.2
35,Fujian,East,2018-09-01,meat,103.6
35,Fujian,East,2018-08-01,meat,103.5
35,Fujian,East,2018-07-01,meat,101.3
35,Fujian,East,2018-06-01,meat,100.4
35,Fujian,East,2018-05-01,meat,96.9
35,Fujian,East,2018-04-01,meat,94.9
35,Fujian,East,2018-03-01,meat,94.5
35,Fujian,East,2018-02-01,meat,102.4
35,Fujian,East,2018-01-01,meat,100.6
35,Fujian,East,2017-12-01,meat,100.7
35,Fujian,East,2017-11-01,meat,99.8
35,Fujian,East,2017-10-01,meat,100.6
35,Fujian,East,2017-09-01,meat,99.9
35,Fujian,East,2017-08-01,meat,100
35,Fujian,East,2017-07-01,meat,99.1
35,Fujian,East,2017-06-01,meat,98.8
35,Fujian,East,2017-05-01,meat,98.6
35,Fujian,East,2017-04-01,meat,98.8
35,Fujian,East,2017-03-01,meat,97.7
35,Fujian,East,2017-02-01,meat,99.9
35,Fujian,East,2017-01-01,meat,102.3
35,Fujian,East,2016-12-01,meat,100.1
35,Fujian,East,2016-11-01,meat,98.4
35,Fujian,East,2016-10-01,meat,98.7
35,Fujian,East,2016-09-01,meat,100.1
35,Fujian,East,2016-08-01,meat,99.2
35,Fujian,East,2016-07-01,meat,98.8
35,Fujian,East,2016-06-01,meat,99.9
35,Fujian,East,2016-05-01,meat,101.5
35,Fujian,East,2016-04-01,meat,103
35,Fujian,East,2016-03-01,meat,100.5
35,Fujian,East,2016-02-01,meat,104.1
35,Fujian,East,2016-01-01,meat,101.1
62,Gansu,West,2025-12-01,meat,98.9
62,Gansu,West,2025-11-01,meat,99.3
62,Gansu,West,2025-10-01,meat,99.6
62,Gansu,West,2025-09-01,meat,100.5
62,Gansu,West,2025-08-01,meat,100.4
62,Gansu,West,2025-07-01,meat,100.1
62,Gansu,West,2025-06-01,meat,99.6
62,Gansu,West,2025-05-01,meat,100.3
62,Gansu,West,2025-04-01,meat,100.7
62,Gansu,West,2025-03-01,meat,98.6
62,Gansu,West,2025-02-01,meat,99
62,Gansu,West,2025-01-01,meat,100.1
62,Gansu,West,2024-12-01,meat,98.4
62,Gansu,West,2024-11-01,meat,97.9
62,Gansu,West,2024-10-01,meat,98.5
62,Gansu,West,2024-09-01,meat,100.5
62,Gansu,West,2024-08-01,meat,103.3
62,Gansu,West,2024-07-01,meat,100.2
62,Gansu,West,2024-06-01,meat,103.9
62,Gansu,West,2024-05-01,meat,98.7
62,Gansu,West,2024-04-01,meat,98.7
62,Gansu,West,2024-03-01,meat,97.9
