report_title,quarter,price_sentiment_index,infl_exp_index,income_sentiment_index,income_confidence_index,employment_sentiment_index,employment_expectation_index,price_up_share,price_same_share,price_down_share,price_uncertain_share,infl_exp_index_alt,epu_qavg,gpr_qavg,CPI_YoY,Consumer_Confidence_Index,Ind_Value_Added_YoY,M2_YoY,PPI_YoY,Real_Estate_Climate_Index,CPI_MoM_Idx,CPI_MoM,CPI_Level,CPI_YoY.1,PPI_MoM_Idx,PPI_MoM,PPI_Level,PPI_YoY_Rate,CPI_QoQ_Ann,CPI_YoY_from_Level,GDP_level,GDP_yoy_pct,Food_CPI_YoY_qavg,mu_cp,sigma_cp,effective_sample_share,delta_used,CPI_lead1,FE,FR
2022年第四季度城镇储户问卷调查报告,2022Q4,,60.4,44.5,45.7,35.6,44.5,10.8,48.1,8.7,13.8,60.4,339.3783468473277,123.69154612223308,99.96666666666664,48.06666666666666,2.833333333333333,12.0,98.9,94.49,99.96666666666664,-0.0333333333333361,159.36700391948423,1.810408281782783,98.9,-1.099999999999999,8800.696230885713,83.80228312334798,-0.4001979999040284,1.8106123110659624,342342.4,2.859055478421646,5.14118771605571,-0.017581438040789488,0.24739995057769754,0.862,0.3,-0.0195505664940864,-0.001969128453296911,-0.586857038925269
2023年第一季度城镇储户问卷调查报告,2023Q1,,61.0,47.0,46.5,35.4,45.3,15.9,54.2,9.5,13.1,61.0,385.559387683619,110.21379852294922,100.0,51.53333333333333,1.3,12.733333333333334,98.43333333333334,94.61,100.0,0.0,159.35921406033265,1.3700187073623304,98.43333333333334,-1.5666666666666675,8392.864926989483,34.54105825554274,-0.0195505664940864,0.7952640811863976,292368.8,5.48135876220075,3.794101860068144,0.0458293325054423,0.28112849409395807,0.869,0.3,-0.4009939999318868,-0.4468233324373291,0.06341077054623179
2023年第二季度城镇储户问卷调查报告,2023Q2,,62.8,43.8,44.4,33.1,43.0,14.4,54.8,9.7,13.4,62.8,305.6680848723353,108.60209401448569,99.96666666666664,49.0,4.5,11.766666666666666,95.46666666666664,94.46666666666664,99.96666666666664,-0.0333333333333314,159.19921804685296,0.3601578316566674,95.46666666666664,-4.533333333333331,7301.746963581488,-2.959715367386717,-0.4009939999318868,0.4938822258361064,316237.5,5.725624056580903,1.3229642672015245,0.0005745954300598877,0.2746152270677479,0.866,0.3,2.836077840595763,2.8355032451657034,-0.04525473707538241
2023年第三季度城镇储户问卷调查报告,2023Q3,,58.6,50.7,49.9,39.9,52.3,13.8,54.6,8.5,13.4,58.6,236.794374952814,102.40825907389323,100.23333333333332,49.73333333333333,4.233333333333333,10.533333333333331,96.7,93.59333333333332,100.23333333333332,0.2333333333333342,160.31616167106029,0.4612515796619328,96.7,-3.300000000000002,6601.779594411675,-24.380240642192003,2.836077840595763,0.494783071896121,328440.7,4.134786474047547,-2.2060783255306213,0.27199612436192466,0.2620922675729972,0.866,0.3,-1.9854419967122336,-2.2574381210741583,0.2714215289318648
2023年第四季度城镇储户问卷调查报告,2023Q4,,57.7,49.7,48.5,37.6,48.7,12.6,52.3,9.5,13.6,57.7,234.37320298133704,165.6208699544271,99.83333333333331,49.3,6.0,10.0,97.23333333333332,93.39333333333332,99.83333333333331,-0.1666666666666666,159.5144213481241,0.126335162450845,97.23333333333332,-2.7666666666666657,6068.82413342764,-29.685454548476883,-1.9854419967122336,0.0925018510822717,357224.8,4.347226636256552,-4.042513198205026,-0.14400775300032076,0.2630140653443211,0.864,0.3,1.164934715696497,1.3089424686968179,-0.4160038773622454
2024年第一季度城镇储户问卷调查报告,2024Q1,,59.1,47.4,47.4,35.3,46.1,13.2,56.2,10.5,13.2,59.1,256.8797767843227,146.72833251953125,100.1,49.7,1.5,8.566666666666666,97.33333333333331,92.2,100.1,0.099999999999999,159.97696531570722,0.3603723219737046,97.33333333333331,-2.6666666666666665,5596.136166205641,-32.88762941988312,1.164934715696497,0.3876470268864951,304761.8,4.238824388922491,-3.281763092726364,0.11946307969033143,0.2730073934329,0.868,0.3,-0.7980000073920746,-0.917463087082406,0.2634708326906522
2024年第二季度城镇储户问卷调查报告,2024Q2,,59.2,47.1,47.0,34.1,45.1,12.3,54.5,9.4,13.6,59.2,165.772114779423,135.8540013631185,99.93333333333334,49.8,5.866666666666667,6.8,98.43333333333334,92.04666666666668,99.93333333333334,-0.0666666666666676,159.6568517280644,0.5218321841767773,98.43333333333334,-1.5666666666666675,5336.806739354738,-29.92406050158434,-0.7980000073920746,0.2874597544045398,328837.6,3.984378829202728,-2.369400905681473,-0.04540706177130738,0.26056071151622107,0.864,0.3,3.657110450274681,3.702517512045988,-0.1648701414616388
2024年第三季度城镇储户问卷调查报告,2024Q3,,56.1,48.0,47.0,35.1,45.2,11.6,52.1,8.5,12.9,56.1,236.7334570786967,121.24290720621744,100.3,49.43333333333334,5.0,6.480087996666666,98.2,92.32666666666668,100.3,0.3000000000000019,161.09695653065154,0.5541592073641688,98.2,-1.7999999999999972,5053.251352901525,-23.61147658146976,3.657110450274681,0.4870344021791872,341758.0,4.05470454788337,2.0605898048854634,0.3229253246644398,0.24928377339111457,0.871,0.3,-3.5446834086300005,-3.8676087332944404,0.36833238643574717
2024年第四季度城镇储户问卷调查报告,2024Q4,,58.1,46.6,45.6,33.8,43.4,12.1,53.2,9.5,11.9,58.1,275.4374689602267,133.9857635498047,99.7,50.16666666666666,5.633333333333333,7.285175895666666,97.44336666666668,92.63,99.7,-0.2999999999999971,159.6499836670932,0.1853042912094871,97.44336666666668,-2.5566333333333326,4675.45537504611,-23.3008838322132,-3.5446834086300005,0.0849843655660764,373726.2,4.619332140433707,1.1996844390343469,-0.2812299918512241,0.25745869895811063,0.881,0.3,0.3869827192384489,0.668212711089673,-0.6041553165156639
2025年第一季度城镇储户问卷调查报告,2025Q1,,60.9,45.7,45.2,30.2,41.3,12.4,57.2,9.8,12.8,60.9,308.44560057834764,141.40101623535156,100.03333333333336,49.93333333333334,2.566666666666667,6.998137585333333,97.66666666666669,93.88,100.03333333333336,0.0333333333333314,159.80421449171473,-0.1112006248619031,97.66666666666669,-2.333333333333333,4355.740021999088,-22.45712020667529,0.3869827192384489,-0.1079848112205184,318758.0,4.592504703673495,-1.3968031957153793,0.05217323728200546,0.2626488192340416,0.872,0.3,-0.7980000073919857,-0.8501732446739911,0.33340322913322956
2025年第二季度城镇储户问卷调查报告,2025Q2,,59.8,46.0,45.1,30.0,41.5,10.2,60.1,9.0,12.7,59.8,453.896237865776,175.90958150227866,99.93333333333334,49.38772792666666,6.233333333333333,8.058459171,96.8,93.54666666666668,99.93333333333334,-0.0666666666666676,159.48444657812524,-0.1413154802858492,96.8,-3.199999999999998,3950.738627977349,-24.039471941948488,-0.7980000073919857,-0.1079848112205072,341777.8,3.935133938454727,-0.3005323739193895,-0.05772391176413871,0.2443927846044237,0.873,0.3,2.016674192396173,2.0743981041603115,-0.10989714904614417
2025年第三季度城镇储户问卷调查报告,2025Q3,,57.1,46.3,45.6,30.3,43.0,46.5,11.7,18.7,9.3,57.1,289.50413248491697,131.88345591227213,100.16666666666669,49.5,5.8,8.660212234333335,97.06666666666666,93.05666666666669,100.16666666666669,0.1666666666666666,160.28250674880215,-0.4393016111833033,97.06666666666666,-2.933333333333332,3613.009688955842,-28.47661654865426,2.016674192396173,-0.5055649711758647,354500.2,3.72842771785884,-3.484868365046578,0.4908707875377813,0.7614400096831525,0.907,0.3,,,0.54859469930192
