hhid,infl_exp,high_infl_exp,forecast_error_proxy,overreaction,media_salience,low_salience,high_media,risk_attitude,econ_outlook,interest_exp,house_price_exp,log_income,income_tercile,urban,province
201104452,4,1,0,0,1,1,0,4,2,2,5,10.7598799807922,2,1,37
201104453,4,1,0,0,2,1,1,5,2,2,4,10.8056996438007,2,1,37
201104454,4,1,0,0,2,0,1,1,2,3,4,11.7652471635618,3,1,37
201104455,4,1,0,0,1,1,0,5,1,2,4,10.6990867849895,2,1,37
201104456,5,1,1,1,1,1,0,1,4,2,5,11.6336968089601,3,1,37
201104457,4,1,0,0,0,0,0,2,2,2,5,10.2935344079159,2,1,37
201104458,2,0,-2,0,3,1,1,4,4,3,3,11.1982284186668,3,1,37
201104459,3,0,-1,0,3,0,1,2,3,4,5,11.7717218335989,3,1,37
201104460,4,1,0,0,3,0,1,4,3,2,2,11.8018642474311,3,1,37
201104461,2,0,-2,0,2,0,1,1,2,3,3,7.60140233458373,1,1,37
201104462,4,1,0,0,3,1,1,3,3,4,3,11.5991123354811,3,1,37
201104463,4,1,0,0,3,1,1,4,3,3,2,9.83097062169695,1,1,37
201104464,,,,,2,1,1,5,1,9,5,11.5628673466108,3,1,37
201104465,5,1,1,1,1,1,0,4,2,1,4,10.1811571672049,2,1,37
201104466,5,1,1,1,3,1,1,3,1,2,4,10.4042931430198,2,1,37
201104467,4,1,0,0,3,1,1,3,2,2,3,11.117227502621,3,1,37
201104468,3,0,-1,0,1,1,0,3,2,3,4,11.2810060178839,3,1,37
201104469,5,1,1,1,2,1,1,5,2,2,3,11.310209345721,3,1,37
201104470,3,0,-1,0,3,1,1,2,2,2,5,11.6716968146483,3,1,37
201104471,4,1,0,0,3,0,1,5,2,2,4,11.1450595637767,3,1,37
201104472,4,1,0,0,2,0,1,5,2,3,3,9.30574145673943,1,1,37
201104473,4,1,0,0,1,0,0,4,2,1,4,10.4273189752345,2,1,37
201104474,4,1,0,0,1,1,0,1,1,2,5,11.0974251724089,3,1,37
201104475,4,1,0,0,1,0,0,3,2,2,4,5.52545293913178,1,1,37
201104476,2,0,-2,0,1,0,0,5,2,3,3,0,1,1,37
201104477,4,1,0,0,1,1,0,5,2,2,4,9.16962253869762,1,1,37
201104478,5,1,1,1,1,1,0,5,1,1,5,9.80399865403539,1,1,37
201104479,4,1,0,0,1,0,0,5,2,3,4,9.66656196374813,1,1,37
201104480,5,1,1,1,1,0,0,5,1,9,5,0,1,1,37
201104481,4,1,0,0,1,1,0,5,3,2,4,8.81299223196997,1,1,37
201104482,4,1,0,0,2,0,1,2,2,2,4,10.8511197806887,2,1,37
201104483,5,1,1,1,1,0,0,5,2,2,5,8.88474872645118,1,1,37
201104484,4,1,0,0,1,2,0,5,2,2,4,7.56060116276856,1,1,37
201104485,4,1,0,0,1,0,0,5,2,2,3,10.4329615301442,2,1,37
201104486,4,1,0,0,1,0,0,3,2,2,4,9.40927319457533,1,1,37
201104487,4,1,0,0,1,1,0,5,1,3,4,8.57941653459637,1,1,37
201104488,5,1,1,1,3,0,1,4,2,2,5,9.47278155656217,1,1,37
201104489,2,0,-2,0,1,0,0,5,3,4,3,0,1,1,37
201104490,4,1,0,0,1,1,0,4,2,2,4,10.8507624205021,2,1,37
201104491,3,0,-1,0,1,2,0,1,4,4,4,10.4308925538438,2,1,37
201104492,4,1,0,0,0,0,0,5,1,1,2,8.88197518424887,1,1,37
201104493,5,1,1,1,1,0,0,5,1,2,5,9.35018926709258,1,1,37
201104494,4,1,0,0,2,1,1,3,2,3,4,10.0858507751287,2,1,37
201104495,5,1,1,1,1,0,0,4,2,2,5,0,1,1,37
201104496,4,1,0,0,1,0,0,5,2,2,4,0,1,1,37
201104497,5,1,1,1,2,0,1,2,2,2,5,11.2861406242323,3,0,37
201104498,3,0,-1,0,1,2,0,5,2,9,4,0,1,0,37
201104499,4,1,0,0,1,0,0,2,2,2,4,9.39607277189222,1,0,37
201104500,4,1,0,0,2,1,1,3,2,2,4,11.3789510277874,3,0,37
201104501,4,1,0,0,1,1,0,4,2,2,4,12.1090715369112,3,0,37
201104502,4,1,0,0,1,1,0,5,2,2,4,7.27309259599952,1,0,37
201104503,4,1,0,0,1,0,0,3,1,3,4,8.79497643168877,1,0,37
201104504,5,1,1,1,1,0,0,5,1,2,5,7.69666708152646,1,0,37
201104505,4,1,0,0,1,0,0,5,1,2,2,9.15809926013049,1,0,37
201104506,4,1,0,0,1,0,0,5,1,2,4,9.50211406233122,1,0,37
201104507,4,1,0,0,1,0,0,3,2,2,5,10.8704904099519,2,0,37
201104508,5,1,1,1,2,0,1,5,3,2,5,9.55470991405776,1,0,37
201104509,5,1,1,1,1,0,0,5,1,3,3,9.28739400141847,1,0,37
201104510,5,1,1,1,1,1,0,4,2,3,4,9.61520530001231,1,0,37
201104511,4,1,0,0,1,0,0,3,2,3,4,9.08828572596888,1,0,37
201104512,5,1,1,1,2,0,1,1,2,3,3,8.54398573176051,1,0,37
201104513,5,1,1,1,1,0,0,5,1,2,5,11.5413899945633,3,0,37
201104514,5,1,1,1,2,0,1,5,1,2,5,9.90553545415343,1,0,37
201104515,4,1,0,0,1,1,0,5,2,2,5,9.89071788977096,1,0,37
201104516,4,1,0,0,1,0,0,3,1,2,4,10.457676700897,2,0,37
201104517,5,1,1,1,0,0,0,1,2,1,5,11.1571215701295,3,1,37
201104518,4,1,0,0,1,0,0,1,2,2,3,9.82070359105721,1,1,37
201104519,5,1,1,1,1,2,0,1,1,2,5,7.60140233458373,1,1,37
201104520,5,1,1,1,1,0,0,4,3,3,5,10.7927150437879,2,1,37
201104521,5,1,1,1,2,0,1,4,2,1,5,10.3238741133213,2,1,37
201104522,4,1,0,0,3,0,1,5,2,2,4,10.7579241570616,2,1,37
201104523,4,1,0,0,2,0,1,5,2,2,4,10.5966597327836,2,1,37
201104524,4,1,0,0,2,1,1,4,2,2,4,0,1,1,37
201104525,4,1,0,0,1,0,0,4,2,2,5,9.94275634145683,1,1,37
201104526,5,1,1,1,1,0,0,5,1,2,4,9.13356731317027,1,1,37
201104527,5,1,1,1,2,1,1,3,2,2,5,10.5050949364556,2,1,37
201104528,4,1,0,0,3,1,1,5,2,2,4,11.7437276142117,3,1,37
201104529,3,0,-1,0,3,0,1,3,2,2,3,10.7768433821885,2,1,37
201104530,5,1,1,1,2,0,1,3,2,2,4,10.5726237631346,2,1,37
201104531,4,1,0,0,1,2,0,3,2,2,4,8.00670084544037,1,1,37
201104532,3,0,-1,0,2,0,1,2,2,2,4,11.10437058844,3,1,37
201104533,4,1,0,0,2,0,1,4,2,2,4,10.7814739512526,2,1,37
201104534,4,1,0,0,3,1,1,3,2,2,4,12.6946557278288,3,1,37
201104535,5,1,1,1,2,0,1,3,3,3,4,9.7981825908907,1,1,37
201104536,4,1,0,0,3,1,1,3,4,2,3,5.30330490805908,1,1,37
201104537,5,1,1,1,2,0,1,4,1,2,5,9.74806105920482,1,1,37
201104538,4,1,0,0,2,1,1,5,2,2,4,10.3417747410115,2,1,37
201104539,3,0,-1,0,1,1,0,5,3,2,3,11.0867626290829,3,1,37
201104540,2,0,-2,0,3,1,1,5,2,4,2,10.3417747410115,2,1,37
201104541,4,1,0,0,0,0,0,5,2,1,5,10.6454487065059,2,1,37
201104542,5,1,1,1,1,2,0,4,4,5,3,8.69968140098951,1,1,37
201104543,5,1,1,1,2,0,1,3,2,1,5,11.0054442424546,3,1,37
201104544,4,1,0,0,2,0,1,4,2,3,4,11.164799587687,3,1,37
201104545,3,0,-1,0,2,1,1,3,2,3,3,10.8197982842103,2,1,37
201104546,4,1,0,0,2,0,1,1,3,4,4,9.34145634983372,1,1,37
201104547,4,1,0,0,1,0,0,2,1,1,2,11.5997211611503,3,0,37
201104548,4,1,0,0,1,1,0,5,2,2,4,10.5944256542521,2,0,37
201104549,2,0,-2,0,0,1,0,5,2,2,2,5.70711026474888,1,0,37
201104550,3,0,-1,0,1,0,0,5,2,2,4,5.30330490805908,1,0,37
201104551,2,0,-2,0,1,0,0,5,1,2,1,10.0715482367781,2,0,37
201104552,4,1,0,0,2,0,1,4,1,2,4,8.7579408766788,1,0,37
201104553,4,1,0,0,1,0,0,4,2,2,4,10.7812852814117,2,0,37
201104554,4,1,0,0,1,0,0,5,1,3,4,8.90530866118929,1,0,37
201104555,4,1,0,0,1,0,0,5,2,2,3,5.52942908751142,1,0,37
201104556,5,1,1,1,1,0,0,5,2,2,5,9.22038970782918,1,0,37
201104557,5,1,1,1,1,1,0,3,1,1,5,9.15175741454389,1,0,37
201104558,3,0,-1,0,1,1,0,5,2,2,3,10.6342567381068,2,0,37
201104559,4,1,0,0,1,1,0,3,2,3,3,8.48694014824522,1,0,37
201104560,3,0,-1,0,1,1,0,3,2,3,4,9.51347739898282,1,0,37
201104561,4,1,0,0,1,0,0,5,1,1,,9.02232262263735,1,0,37
201104562,4,1,0,0,0,0,0,5,1,9,3,6.21660610108487,1,0,37
201104563,4,1,0,0,1,0,0,5,2,2,4,8.35490952835879,1,0,37
201104564,4,1,0,0,1,0,0,5,2,3,4,9.9085248440534,1,0,37
201104565,4,1,0,0,2,0,1,3,2,2,4,9.21542741102474,1,0,37
201104566,4,1,0,0,1,0,0,3,3,1,3,10.5847139622004,2,0,37
201104567,5,1,1,1,1,0,0,5,2,2,5,9.75851958228352,1,0,37
201104568,4,1,0,0,1,0,0,2,2,2,4,8.78737298873188,1,0,37
201104569,4,1,0,0,0,1,0,5,1,2,3,4.39444915467244,1,0,37
201104570,2,0,-2,0,1,0,0,5,2,2,4,10.0476597621634,2,0,37
201104571,4,1,0,0,1,0,0,4,1,2,5,11.2036776180414,3,0,37
201104572,5,1,1,1,1,1,0,5,9,2,3,10.0328700672538,2,0,37
201104573,4,1,0,0,1,1,0,5,2,2,4,8.82482493917564,1,0,37
201104574,4,1,0,0,1,1,0,5,2,3,4,9.77571099759397,1,0,37
201104575,4,1,0,0,2,2,1,3,2,2,4,9.6310881036155,1,0,37
201104576,4,1,0,0,1,1,0,4,2,2,4,8.53522955390234,1,0,37
201104577,4,1,0,0,1,0,0,5,1,3,4,8.15507488781144,1,0,37
201104578,4,1,0,0,2,1,1,5,1,1,4,10.3457163689495,2,0,37
201104579,5,1,1,1,1,0,0,5,2,2,4,8.72078688348573,1,0,37
201104580,2,0,-2,0,2,0,1,5,2,2,2,7.55538194424027,1,0,37
201104581,5,1,1,1,1,0,0,5,2,3,5,10.6028348087799,2,0,37
201104582,4,1,0,0,1,0,0,3,2,2,4,10.7443608013752,2,0,37
201104583,3,0,-1,0,2,0,1,,1,2,4,10.5845874551854,2,0,37
201104584,5,1,1,1,1,0,0,5,1,2,5,10.2255132347033,2,0,37
201104585,4,1,0,0,1,1,0,3,2,3,5,10.2089849848579,2,0,37
201104586,,,,,1,1,0,5,1,9,,10.005837349118,1,0,37
201104587,5,1,1,1,1,0,0,5,3,3,5,6.56667242980324,1,0,37
201104588,5,1,1,1,2,0,1,3,1,2,2,10.6334601895866,2,0,37
201104589,5,1,1,1,2,0,1,5,1,1,5,9.59158109119348,1,0,37
201104590,4,1,0,0,1,0,0,5,2,9,4,9.96932210845767,1,0,37
201104591,4,1,0,0,2,0,1,3,2,2,2,10.1937899194846,2,0,37
201104592,3,0,-1,0,1,0,0,2,2,2,4,10.1512284375116,2,0,37
201104593,4,1,0,0,1,0,0,1,2,2,4,9.60245002503719,1,0,37
201104594,4,1,0,0,2,0,1,5,1,2,4,9.20743615882879,1,0,37
201104595,4,1,0,0,1,0,0,5,9,9,,8.74129628222515,1,0,37
201104596,3,0,-1,0,1,0,0,5,2,2,4,10.279374722803,2,0,37
201104597,3,0,-1,0,1,0,0,3,2,2,3,3.58351893845611,1,0,37
201104598,4,1,0,0,1,0,0,5,9,9,,10.011713957607,1,0,37
201104599,4,1,0,0,1,1,0,5,2,2,4,9.63567346472181,1,0,37
201104600,4,1,0,0,1,0,0,4,2,2,4,9.61853508465521,1,0,37
201104601,4,1,0,0,1,1,0,5,2,2,4,8.35490952835879,1,0,37
201104602,3,0,-1,0,2,1,1,4,2,2,4,8.75636755980298,1,0,37
201104603,3,0,-1,0,1,1,0,5,2,3,3,11.1239524783065,3,0,37
201104604,4,1,0,0,2,1,1,4,2,2,4,9.90153564881088,1,0,37
201104605,4,1,0,0,1,0,0,5,2,9,4,10.8845074123812,2,0,37
201104606,4,1,0,0,2,0,1,5,2,9,4,8.66922734727174,1,0,37
201104607,5,1,1,1,1,0,0,5,2,1,3,9.44659756243577,1,0,37
201104608,4,1,0,0,2,0,1,3,2,3,5,10.7938654276247,2,1,37
201104609,4,1,0,0,1,0,0,5,2,2,5,10.7995959850478,2,1,37
201104610,4,1,0,0,3,0,1,4,2,2,4,5.77144112313002,1,1,37
201104611,4,1,0,0,1,1,0,3,2,2,5,10.6689786502192,2,1,37
201104612,5,1,1,1,2,0,1,5,3,2,5,10.3735224312936,2,1,37
201104613,3,0,-1,0,3,1,1,2,1,2,4,10.7621703577899,2,1,37
201104614,4,1,0,0,2,0,1,3,2,3,5,11.6018608232536,3,1,37
201104615,3,0,-1,0,3,0,1,3,2,2,5,10.5891316552749,2,1,37
201104616,5,1,1,1,3,0,1,3,2,1,5,11.4574233258086,3,1,37
201104617,5,1,1,1,2,1,1,5,1,2,5,10.0879318547111,2,1,37
201104618,4,1,0,0,2,0,1,5,2,1,2,10.3590435657849,2,1,37
201104619,4,1,0,0,1,1,0,2,3,2,5,7.82444593087762,1,1,37
201104620,5,1,1,1,1,0,0,2,1,2,5,11.092869425057,3,1,37
201104621,5,1,1,1,2,0,1,4,2,2,4,0,1,1,37
201104622,4,1,0,0,1,1,0,1,2,2,3,11.2960248856897,3,1,37
201104623,4,1,0,0,1,0,0,2,1,4,4,8.58876938990546,1,1,37
201104624,5,1,1,1,2,1,1,1,5,2,2,7.65964295456468,1,1,37
201104625,4,1,0,0,2,1,1,2,4,2,5,12.9177986656478,3,1,37
201104626,5,1,1,1,3,0,1,4,2,2,5,10.6179313418852,2,1,37
201104627,4,1,0,0,2,2,1,5,2,2,4,10.4913019948302,2,1,37
201104628,4,1,0,0,1,0,0,3,2,2,4,10.6882334886235,2,1,37
201104629,5,1,1,1,1,0,0,5,2,1,5,10.9429754565875,3,1,37
201104630,4,1,0,0,2,0,1,4,2,1,4,11.1079752242951,3,1,37
201104631,5,1,1,1,2,0,1,3,2,3,5,11.2064138915812,3,1,37
201104632,4,1,0,0,2,1,1,3,2,2,5,10.4659848990766,2,1,37
201104633,4,1,0,0,3,2,1,5,1,4,4,11.2708666425429,3,1,37
201104634,4,1,0,0,3,2,1,3,2,2,4,13.1123150617508,3,1,37
201104635,3,0,-1,0,1,0,0,3,2,2,4,9.7981825908907,1,1,37
201104636,5,1,1,1,3,0,1,4,1,2,5,10.716659698194,2,1,37
201104637,5,1,1,1,2,1,1,5,1,1,4,11.1154434073529,3,1,37
201104638,4,1,0,0,3,0,1,3,2,4,4,10.6213517356329,2,1,37
201104639,5,1,1,1,3,0,1,5,2,2,5,10.6842105341018,2,1,37
201104640,3,0,-1,0,1,1,0,4,2,2,4,10.5023515257749,2,1,37
201104641,5,1,1,1,2,1,1,3,4,2,5,10.9168505471978,3,1,37
201104642,4,1,0,0,2,0,1,2,2,2,4,10.9699381543958,3,1,37
201104643,2,0,-2,0,3,1,1,3,2,2,4,10.802245479118,2,1,37
201104644,4,1,0,0,2,1,1,5,3,3,5,11.3046828413449,3,1,37
201104645,4,1,0,0,2,0,1,4,2,3,4,11.265245851311,3,1,37
201104646,5,1,1,1,2,0,1,2,2,1,5,10.0859341015182,2,1,37
201104647,5,1,1,1,1,0,0,5,2,2,5,10.3089859934221,2,1,37
201104648,5,1,1,1,2,1,1,3,1,2,5,10.7385899207234,2,1,37
201104649,5,1,1,1,2,1,1,1,2,4,4,0,1,1,37
201104650,5,1,1,1,3,1,1,3,2,2,3,11.6952553550628,3,1,37
201104651,5,1,1,1,3,1,1,3,2,2,5,10.922352923114,3,1,37
201104652,4,1,0,0,3,0,1,3,2,2,4,11.2810060178839,3,1,37
201104653,5,1,1,1,3,0,1,5,2,1,5,10.9331248267007,3,1,37
201104654,4,1,0,0,2,0,1,3,2,2,3,10.1266711030504,2,1,37
201104655,4,1,0,0,2,0,1,3,2,2,5,9.39274525863144,1,1,37
201104656,3,0,-1,0,1,0,0,5,3,3,3,10.8678253153818,2,1,37
201104657,4,1,0,0,2,0,1,5,2,2,4,10.5187002182882,2,1,37
201104658,2,0,-2,0,3,0,1,2,3,4,4,10.5281149639643,2,1,37
201104659,4,1,0,0,2,1,1,5,2,2,5,10.5050949364556,2,1,37
201104660,4,1,0,0,2,2,1,1,2,4,2,12.0810818210618,3,1,37
201104661,4,1,0,0,2,0,1,4,2,2,4,10.8407762754059,2,1,37
201104662,5,1,1,1,1,1,0,5,1,1,5,0,1,1,37
201104663,5,1,1,1,2,0,1,5,2,2,5,10.9682155307592,3,1,37
201104664,4,1,0,0,1,0,0,5,1,2,2,11.6082447356423,3,1,37
201104665,5,1,1,1,2,0,1,5,3,4,5,11.3241954175951,3,1,37
201104666,2,0,-2,0,1,0,0,5,2,2,2,7.78364059622125,1,1,37
201104667,5,1,1,1,3,0,1,4,2,1,4,11.237316880419,3,1,37
201104668,5,1,1,1,2,2,1,3,1,4,4,10.2421359909402,2,1,37
201104669,5,1,1,1,1,0,0,1,2,2,5,10.0506567757527,2,1,37
201104670,4,1,0,0,2,0,1,5,2,2,5,10.6213517356329,2,1,37
201104671,4,1,0,0,1,0,0,3,2,3,4,7.39079852173568,1,1,37
201104672,4,1,0,0,3,0,1,5,1,2,5,10.6213517356329,2,1,37
201104673,3,0,-1,0,1,0,0,4,2,2,5,9.65380750221735,1,1,37
201104674,5,1,1,1,3,1,1,3,2,2,5,9.39274525863144,1,1,37
201104675,5,1,1,1,1,0,0,3,1,2,5,11.0860232304372,3,1,37
201104676,5,1,1,1,3,0,1,3,2,2,5,10.6406755416717,2,1,37
201104677,4,1,0,0,3,0,1,3,2,4,4,11.4710716883458,3,1,37
201104678,5,1,1,1,2,0,1,3,2,2,5,7.62119516280985,1,1,37
201104679,3,0,-1,0,1,1,0,5,3,2,3,9.86271763999292,1,1,37
201104680,5,1,1,1,1,0,0,3,4,4,4,9.21044036697652,1,1,37
201104681,4,1,0,0,3,0,1,4,3,1,4,7.17088847851251,1,1,37
201104682,5,1,1,1,1,0,0,5,1,1,5,9.43675855582405,1,1,37
201104683,5,1,1,1,1,2,0,3,2,2,4,9.94083150567655,1,1,37
201104684,5,1,1,1,1,1,0,5,1,1,5,6.49375383985169,1,1,37
201104685,5,1,1,1,2,0,1,3,2,2,5,10.3189359942532,2,1,37
201104686,5,1,1,1,2,0,1,1,2,1,5,0,1,1,37
201104687,4,1,0,0,2,0,1,3,2,2,4,10.4829339785799,2,1,37
201104688,5,1,1,1,3,2,1,4,2,2,4,11.7970587479108,3,1,37
201104689,4,1,0,0,1,0,0,5,4,2,5,9.7981825908907,1,1,37
201104690,5,1,1,1,2,2,1,5,1,1,5,11.4267154713326,3,1,37
201104691,5,1,1,1,0,1,0,5,2,2,4,10.0638097741619,2,1,37
201104692,5,1,1,1,1,1,0,1,2,3,5,9.99893408668014,1,1,37
201104693,4,1,0,0,2,0,1,5,4,3,5,0,1,1,37
201104694,5,1,1,1,2,0,1,1,5,2,5,10.6508620977927,2,1,37
201104695,2,0,-2,0,2,1,1,3,1,4,4,8.59433940059289,1,1,37
201104696,5,1,1,1,2,0,1,2,3,1,4,,1,1,37
201104697,3,0,-1,0,3,1,1,4,3,2,4,10.5582298589306,2,1,37
201104698,4,1,0,0,1,0,0,5,3,2,4,7.88269220628903,1,1,37
201104699,4,1,0,0,2,0,1,5,1,2,4,9.75707353408059,1,1,37
201104700,4,1,0,0,1,0,0,3,2,3,4,10.3255147489433,2,1,37
201104701,4,1,0,0,1,0,0,3,2,2,5,8.8538082749772,1,1,37
201104702,5,1,1,1,1,0,0,5,2,3,5,8.74129628222515,1,1,37
201104703,4,1,0,0,2,0,1,3,1,2,4,10.7108781784539,2,1,37
201104704,4,1,0,0,2,0,1,3,2,2,4,11.0847877851342,3,1,37
201104705,4,1,0,0,1,0,0,5,2,2,5,11.320686896768,3,1,37
201104706,3,0,-1,0,0,1,0,5,2,2,4,8.77043908654689,1,1,37
201104707,5,1,1,1,1,0,0,5,2,3,5,9.82121075935409,1,1,37
201104708,5,1,1,1,1,0,0,5,1,2,5,10.848408864725,2,1,37
201104709,4,1,0,0,1,1,0,5,1,3,4,8.48899945704546,1,1,37
201104710,4,1,0,0,2,0,1,5,4,2,4,10.0795814241587,2,1,37
201104711,3,0,-1,0,2,1,1,3,2,2,4,10.7472129679051,2,1,37
201104712,5,1,1,1,2,2,1,2,2,2,5,10.8556856720097,2,1,37
201104713,5,1,1,1,0,1,0,5,2,3,5,8.73246584834988,1,1,37
201104714,4,1,0,0,1,1,0,3,1,2,5,8.18896686364888,1,1,37
201104715,5,1,1,1,1,0,0,5,1,4,5,10.3812733222239,2,1,37
201104716,5,1,1,1,1,0,0,5,1,2,4,5.86078622346587,1,1,37
201104717,5,1,1,1,1,2,0,4,2,4,5,6.4150969591716,1,1,37
201104718,5,1,1,1,1,1,0,1,2,2,5,7.93773177526011,1,1,37
201104719,4,1,0,0,1,1,0,5,1,2,4,8.35725915349991,1,1,37
201104720,3,0,-1,0,0,1,0,5,4,4,5,10.9336173026449,3,1,37
201104721,4,1,0,0,1,0,0,3,2,2,4,10.3728972554425,2,1,37
201104722,5,1,1,1,0,1,0,5,4,4,5,10.5557058196115,2,1,37
201104723,5,1,1,1,1,1,0,5,2,2,4,9.82016028994637,1,0,41
201104724,4,1,0,0,1,1,0,5,2,2,4,10.2306667422457,2,0,41
201104725,3,0,-1,0,1,1,0,5,1,9,4,10.5700754697287,2,0,41
201104726,4,1,0,0,1,0,0,3,2,3,5,10.4024698039948,2,0,41
201104727,4,1,0,0,1,0,0,5,2,2,4,9.9257870600309,1,0,41
201104728,4,1,0,0,1,1,0,5,2,3,4,0,1,0,41
201104729,4,1,0,0,1,1,0,4,2,2,4,9.91348738711446,1,0,41
201104730,4,1,0,0,1,1,0,4,2,2,4,10.1811571672049,2,0,41
201104731,5,1,1,1,1,0,0,4,2,2,5,10.4846131931023,2,0,41
201104732,4,1,0,0,1,0,0,3,2,2,5,10.3896413134965,2,0,41
201104733,4,1,0,0,1,0,0,4,2,9,2,9.53827627757511,1,0,41
201104734,,,,,1,0,0,3,2,2,4,0,1,0,41
201104735,4,1,0,0,1,1,0,5,2,9,4,10.6478267723575,2,0,41
201104736,3,0,-1,0,2,0,1,4,2,2,3,9.70196412272263,1,0,41
201104737,4,1,0,0,1,1,0,4,2,2,5,9.05028898382796,1,0,41
201104738,5,1,1,1,0,1,0,5,1,1,5,9.27246974344173,1,0,41
201104739,5,1,1,1,1,0,0,,2,9,4,9.43755562266045,1,0,41
201104740,4,1,0,0,1,0,0,5,2,9,4,10.0424432086727,2,0,41
201104741,5,1,1,1,2,0,1,1,1,2,3,11.6919164816677,3,0,41
201104742,5,1,1,1,1,1,0,1,1,3,5,10.1105423715008,2,0,41
201104743,4,1,0,0,0,2,0,5,1,2,4,9.4955944993533,1,0,41
201104744,5,1,1,1,1,1,0,1,1,4,5,10.9931298480224,3,0,41
201104745,3,0,-1,0,1,0,0,3,1,2,3,9.4955944993533,1,0,41
201104746,4,1,0,0,1,0,0,4,2,3,3,9.80592984894132,1,0,41
201104747,4,1,0,0,1,1,0,5,2,2,4,9.95232533461943,1,0,41
201104748,4,1,0,0,1,1,0,5,2,9,4,7.22329567956231,1,0,41
201104749,2,0,-2,0,3,0,1,5,1,2,4,10.421119957515,2,0,41
201104750,4,1,0,0,1,0,0,5,2,9,4,9.02273291627642,1,0,41
201104751,,,,,1,1,0,4,2,9,4,9.48196927910572,1,0,41
201104752,4,1,0,0,1,0,0,4,2,9,4,9.99611231164195,1,0,41
201104753,4,1,0,0,1,0,0,5,2,9,4,9.62317823441376,1,0,41
201104754,,,,,1,0,0,5,1,3,4,10.5427327759467,2,0,41
201104755,4,1,0,0,1,0,0,3,1,3,4,10.5374418982833,2,0,41
201104756,,,,,1,0,0,5,1,9,,8.17385745477362,1,0,41
201104757,5,1,1,1,1,0,0,3,2,3,2,10.5067822501207,2,0,41
201104758,5,1,1,1,1,1,0,5,1,2,4,8.18896686364888,1,0,41
201104759,4,1,0,0,1,0,0,4,2,3,4,9.2687036152731,1,0,41
201104760,4,1,0,0,1,0,0,4,2,3,2,8.8538082749772,1,0,41
201104761,4,1,0,0,0,1,0,,2,2,3,9.83030847574857,1,0,41
201104762,4,1,0,0,1,0,0,5,1,2,4,8.79497643168877,1,0,41
201104763,5,1,1,1,1,1,0,4,2,3,5,10.1743034560006,2,0,41
201104764,4,1,0,0,1,1,0,1,2,3,5,8.98732181285013,1,0,41
201104765,4,1,0,0,1,0,0,5,1,2,4,7.60638738977265,1,0,41
201104766,4,1,0,0,1,0,0,4,3,2,5,9.65361494147989,1,0,41
201104767,4,1,0,0,1,0,0,4,2,2,4,9.90859907578897,1,0,41
201104768,5,1,1,1,1,0,0,4,1,2,5,8.9201217518724,1,0,41
201104769,4,1,0,0,1,1,0,4,2,2,4,9.91774991062993,1,0,41
201104770,5,1,1,1,1,0,0,4,2,3,5,9.78700991447743,1,0,41
201104771,4,1,0,0,1,0,0,5,2,9,4,10.0159676636201,1,0,41
201104772,3,0,-1,0,2,0,1,3,1,3,3,8.07121853996986,1,0,41
201104773,4,1,0,0,1,0,0,3,2,3,4,10.9992688194118,3,0,41
201104774,4,1,0,0,1,0,0,5,1,1,2,10.3194354791356,2,0,41
201104775,4,1,0,0,1,0,0,3,2,2,4,10.1581685298485,2,0,41
201104776,5,1,1,1,1,0,0,1,1,2,5,9.90342905473141,1,0,41
201104777,,,,,1,1,0,5,2,2,,8.08671792030391,1,0,41
201104778,5,1,1,1,2,1,1,3,1,1,5,9.89701666140582,1,0,41
201104779,4,1,0,0,3,1,1,3,2,9,3,7.60140233458373,1,0,41
201104780,5,1,1,1,1,0,0,3,2,3,5,9.47902319892404,1,0,41
201104781,3,0,-1,0,1,0,0,5,2,3,,8.26898820950666,1,0,41
201104782,3,0,-1,0,1,0,0,3,2,2,4,9.76140542060167,1,0,41
201104783,5,1,1,1,1,2,0,4,2,9,5,8.83360848269089,1,0,41
201104784,5,1,1,1,2,1,1,3,2,3,5,9.64646444300723,1,0,41
201104785,5,1,1,1,1,1,0,4,1,3,4,8.53719187792293,1,0,41
201104786,4,1,0,0,1,0,0,3,3,2,5,9.83633227734872,1,0,41
201104787,5,1,1,1,1,0,0,5,3,2,3,10.2963711753747,2,0,41
201104788,4,1,0,0,0,1,0,5,2,3,5,9.25540933534376,1,0,41
201104789,4,1,0,0,1,0,0,2,3,9,,8.5173931714189,1,0,41
201104790,3,0,-1,0,1,0,0,4,2,2,4,9.25922576970599,1,0,41
201104791,5,1,1,1,1,0,0,4,2,2,5,10.0345596736298,2,0,41
201104792,4,1,0,0,1,0,0,4,2,2,4,9.92509681511272,1,0,41
201104793,4,1,0,0,1,0,0,2,4,9,4,8.34307787116938,1,0,41
201104794,4,1,0,0,1,0,0,5,2,9,4,8.146419323098,1,0,41
201104795,5,1,1,1,1,0,0,,2,9,4,8.86799089818209,1,0,41
201104796,5,1,1,1,2,0,1,3,2,2,3,9.32821229257107,1,0,41
201104797,5,1,1,1,1,0,0,4,2,2,,8.56807640173081,1,0,41
201104798,5,1,1,1,0,0,0,5,2,9,,7.31388683163346,1,0,41
201104799,4,1,0,0,1,1,0,5,2,2,5,8.45553053102413,1,0,41
201104800,4,1,0,0,0,1,0,5,2,2,3,10.6759310084121,2,0,41
201104801,3,0,-1,0,1,0,0,3,1,3,5,10.2110090163142,2,0,41
