hhid,infl_exp,high_infl_exp,forecast_error_proxy,overreaction,media_salience,low_salience,high_media,risk_attitude,econ_outlook,interest_exp,house_price_exp,log_income,income_tercile,urban,province
201100350,5,1,1,1,3,2,1,2,2,2,4,6.11146733950268,1,1,11
201100351,5,1,1,1,2,0,1,3,3,2,4,10.3225925463483,2,1,11
201100352,4,1,0,0,3,0,1,5,4,2,3,10.9151066458675,3,1,11
201100353,4,1,0,0,1,1,0,3,4,3,4,11.002116507732,3,1,11
201100354,5,1,1,1,3,1,1,4,2,1,4,11.3314155786826,3,1,11
201100355,5,1,1,1,3,1,1,2,2,1,4,11.9183972397228,3,1,11
201100356,4,1,0,0,1,1,0,5,5,2,3,11.1505342140354,3,1,11
201100357,5,1,1,1,3,0,1,5,3,2,4,11.7752974217158,3,1,11
201100358,4,1,0,0,2,2,1,4,2,1,4,11.3736748918235,3,1,11
201100359,4,1,0,0,1,0,0,3,1,3,5,8.88197518424887,1,1,11
201100360,4,1,0,0,2,1,1,5,2,2,4,10.5713425658087,2,1,11
201100361,5,1,1,1,1,0,0,2,4,2,4,8.69968140098951,1,1,11
201100362,5,1,1,1,3,1,1,3,2,1,4,12.7765269835966,3,1,11
201100363,4,1,0,0,3,1,1,3,4,4,4,10.4042931430198,2,1,11
201100364,5,1,1,1,1,0,0,5,2,2,4,10.8077259458861,2,1,11
201100365,5,1,1,1,3,0,1,3,2,2,2,10.471666571132,2,1,11
201100366,4,1,0,0,2,0,1,3,3,3,3,11.9766657704908,3,1,11
201100367,3,0,-1,0,2,1,1,3,2,2,3,10.9366898293178,3,1,11
201100368,5,1,1,1,2,0,1,4,4,2,3,11.9835601450615,3,1,11
201100369,5,1,1,1,2,1,1,5,3,2,3,10.8788204783773,2,1,11
201100370,5,1,1,1,3,0,1,2,2,1,5,12.0581583125382,3,1,11
201100371,5,1,1,1,3,1,1,2,4,3,5,11.2772157895969,3,1,11
201100372,3,0,-1,0,3,1,1,3,2,1,4,11.3108215206753,3,1,11
201100373,5,1,1,1,3,2,1,3,4,4,2,10.1186392539208,2,1,11
201100374,5,1,1,1,3,1,1,4,2,2,4,11.1982284186668,3,1,11
201100375,4,1,0,0,2,2,1,3,2,2,4,12.1601909975239,3,1,11
201100376,4,1,0,0,1,1,0,4,2,3,5,11.7035540890075,3,1,11
201100377,4,1,0,0,1,1,0,3,2,3,4,12.2885784710829,3,1,11
201100378,5,1,1,1,3,0,1,3,5,2,5,9.84166533889278,1,1,11
201100379,4,1,0,0,1,0,0,5,2,2,3,10.986363984158,3,1,11
201100380,4,1,0,0,2,1,1,5,4,3,4,11.3588409938886,3,1,11
201100381,4,1,0,0,2,0,1,3,3,2,3,10.8780660602808,2,1,11
201100382,4,1,0,0,3,2,1,4,2,3,4,12.0106719281964,3,1,11
201100383,4,1,0,0,1,0,0,4,4,2,4,11.4510606994934,3,1,11
201100384,4,1,0,0,3,2,1,4,4,2,3,11.6526961029598,3,1,11
201100385,4,1,0,0,1,1,0,3,2,2,4,11.661354090741,3,1,11
201100386,3,0,-1,0,3,1,1,3,3,2,2,11.9283475045698,3,1,11
201100387,5,1,1,1,3,0,1,5,3,1,3,11.7280449090708,3,1,11
201100388,4,1,0,0,2,0,1,5,3,2,4,11.4721138870624,3,1,11
201100389,5,1,1,1,3,0,1,2,2,2,2,11.8494048444231,3,1,11
201100390,4,1,0,0,3,1,1,5,1,2,4,11.0601111247543,3,1,11
201100391,5,1,1,1,1,0,0,2,2,2,5,11.298506245755,3,1,11
201100392,2,0,-2,0,1,0,0,4,2,2,3,11.7531190842528,3,1,11
201100393,4,1,0,0,2,0,1,3,2,2,4,11.004177758962,3,1,11
201100394,5,1,1,1,1,0,0,2,2,2,2,10.2955634235253,2,1,11
201100395,4,1,0,0,2,1,1,4,2,3,3,11.8494048444231,3,1,11
201100396,5,1,1,1,3,1,1,5,3,2,3,10.2299455276892,2,1,11
201100397,5,1,1,1,3,2,1,4,2,1,4,12.5658462835537,3,1,11
201100398,5,1,1,1,1,1,0,3,1,2,4,12.5281597678811,3,1,11
201100399,5,1,1,1,2,0,1,2,3,2,5,13.1089235917289,3,1,11
201100400,4,1,0,0,1,0,0,5,1,2,4,11.002116507732,3,1,11
201100401,4,1,0,0,1,0,0,3,2,2,4,11.4857700722249,3,1,11
201100402,4,1,0,0,2,1,1,4,2,2,3,11.0087609400772,3,1,11
201100403,5,1,1,1,2,0,1,4,2,4,3,10.8570933367911,2,1,11
201100404,1,0,-3,0,1,0,0,5,3,3,4,10.7975531251516,2,1,11
201100405,4,1,0,0,1,0,0,5,2,2,4,9.24965723435313,1,1,11
201100406,4,1,0,0,3,0,1,3,2,2,5,10.2399955028053,2,1,11
201100407,4,1,0,0,2,1,1,3,3,2,4,11.0404723381533,3,1,11
201100408,4,1,0,0,1,0,0,4,3,3,4,10.2681653877435,2,1,11
201100409,5,1,1,1,2,0,1,1,2,3,5,10.3332905990647,2,1,11
201100410,5,1,1,1,2,0,1,4,2,2,3,11.141876276228,3,1,11
201100411,5,1,1,1,2,1,1,3,2,1,4,10.9768845920632,3,1,11
201100412,2,0,-2,0,2,0,1,5,2,2,3,11.118711821072,3,1,12
201100413,5,1,1,1,3,0,1,3,4,1,3,11.8167342993485,3,1,12
201100414,3,0,-1,0,2,1,1,5,2,2,4,11.0536797611774,3,1,12
201100415,5,1,1,1,2,1,1,4,2,2,2,10.083347749334,2,1,12
201100416,4,1,0,0,2,0,1,3,1,2,4,10.5764575356573,2,1,12
201100417,3,0,-1,0,2,1,1,5,3,2,3,12.1161534084467,3,1,12
201100418,4,1,0,0,2,0,1,5,3,2,4,9.86811728408458,1,1,12
201100419,4,1,0,0,3,1,1,5,3,3,3,10.586609649449,2,1,12
201100420,5,1,1,1,1,2,0,3,4,2,4,10.0690443629974,2,1,12
201100421,3,0,-1,0,0,1,0,5,3,2,4,8.48694014824522,1,1,12
201100422,5,1,1,1,3,1,1,3,2,2,4,10.7536598491988,2,1,12
201100423,4,1,0,0,3,2,1,5,3,3,4,11.1346036226839,3,1,12
201100424,2,0,-2,0,1,1,0,5,2,2,2,9.76657903526867,1,1,12
201100425,5,1,1,1,2,1,1,5,2,2,4,10.7260388703073,2,1,12
201100426,4,1,0,0,2,0,1,4,3,2,4,10.4913019948302,2,1,12
201100427,4,1,0,0,2,0,1,5,2,3,4,10.1658902778025,2,1,12
201100428,4,1,0,0,3,1,1,4,2,2,3,10.6919676399149,2,1,12
201100429,4,1,0,0,1,1,0,3,1,2,4,10.5966597327836,2,1,12
201100430,4,1,0,0,2,1,1,5,2,1,2,11.2424413233466,3,1,12
201100431,5,1,1,1,1,0,0,3,4,1,3,10.4968420217417,2,1,12
201100432,4,1,0,0,2,0,1,4,2,2,4,11.6404594166585,3,1,12
201100433,4,1,0,0,1,0,0,5,2,2,4,10.6942377369148,2,1,12
201100434,5,1,1,1,2,0,1,3,2,2,1,9.90353755128617,1,1,12
201100435,5,1,1,1,1,0,0,5,2,2,4,11.002116507732,3,1,12
201100436,4,1,0,0,1,0,0,5,2,2,4,10.7047065308421,2,1,12
201100437,4,1,0,0,3,1,1,5,4,4,4,10.8780660602808,2,1,12
201100438,4,1,0,0,2,0,1,5,5,2,3,0,1,1,12
201100439,4,1,0,0,3,0,1,3,3,2,3,12.204075652867,3,1,12
201100440,5,1,1,1,2,1,1,5,2,2,4,11.002116507732,3,1,12
201100441,4,1,0,0,3,1,1,3,9,9,4,11.8893118555777,3,1,12
201100442,5,1,1,1,3,1,1,5,2,2,4,11.6530416924051,3,1,12
201100443,4,1,0,0,2,2,1,4,2,2,4,10.9716578157025,3,1,12
201100444,4,1,0,0,2,0,1,3,2,2,3,11.002116507732,3,1,12
201100445,5,1,1,1,3,0,1,4,2,2,5,12.3883983689821,3,1,12
201100446,3,0,-1,0,3,2,1,5,3,2,1,11.1927339748227,3,1,12
201100447,5,1,1,1,2,1,1,5,4,3,5,11.5248639172096,3,1,12
201100448,4,1,0,0,3,1,1,3,2,2,3,10.4487435881066,2,1,12
201100449,4,1,0,0,1,0,0,5,2,2,3,9.86271763999292,1,1,12
201100450,5,1,1,1,3,1,1,3,3,2,4,10.2750855911327,2,1,12
201100451,3,0,-1,0,3,0,1,1,1,2,3,11.8277435040537,3,1,12
201100452,4,1,0,0,2,1,1,3,1,2,3,10.6435421736722,2,1,12
201100453,5,1,1,1,2,0,1,4,2,2,5,10.3089859934221,2,1,12
201100454,5,1,1,1,2,0,1,1,3,3,4,10.8780660602808,2,1,12
201100455,5,1,1,1,3,0,1,2,2,2,4,11.7675754352518,3,1,12
201100456,4,1,0,0,3,0,1,4,2,2,4,11.8754900309851,3,1,12
201100457,5,1,1,1,3,0,1,1,3,2,4,10.6164618698958,2,1,12
201100458,5,1,1,1,3,1,1,4,1,1,4,10.5805307573475,2,1,12
201100459,5,1,1,1,2,0,1,5,3,1,2,11.1389735586995,3,1,12
201100460,4,1,0,0,2,1,1,4,1,2,4,11.6404475880473,3,1,12
201100461,5,1,1,1,2,0,1,4,2,3,5,10.4913019948302,2,1,12
201100462,3,0,-1,0,2,2,1,4,2,3,2,9.7981825908907,1,1,12
201100463,4,1,0,0,1,2,0,5,1,4,4,10.9550896446864,3,1,12
201100464,4,1,0,0,1,1,0,3,3,2,4,11.6133340603966,3,1,12
201100465,4,1,0,0,2,1,1,2,2,3,4,9.5361127111751,1,1,12
201100466,4,1,0,0,1,1,0,4,3,3,3,11.1599495862248,3,1,12
201100467,5,1,1,1,2,1,1,3,4,2,3,10.4539472655422,2,1,12
201100468,4,1,0,0,3,1,1,2,1,2,3,6.68586094706836,1,1,12
201100469,5,1,1,1,2,1,1,5,3,2,4,11.2797255605811,3,1,12
201100470,4,1,0,0,2,2,1,5,2,2,4,11.1960367293103,3,1,12
201100471,4,1,0,0,1,1,0,3,2,3,2,11.8218870148145,3,1,12
201100472,4,1,0,0,3,1,1,3,2,2,4,11.0974251724089,3,1,12
201100473,5,1,1,1,2,2,1,5,3,3,4,10.194327134803,2,1,12
201100474,4,1,0,0,2,1,1,5,2,2,4,11.3385839825165,3,1,12
201100475,5,1,1,1,3,0,1,2,2,2,3,12.2508882549442,3,1,12
201100476,5,1,1,1,2,0,1,1,3,2,5,10.6307170985021,2,1,12
201100477,5,1,1,1,1,1,0,5,3,2,3,11.1453484517046,3,1,12
201100478,5,1,1,1,1,0,0,5,1,2,4,11.158619698919,3,1,12
201100479,5,1,1,1,1,1,0,5,2,2,5,11.4021471746393,3,1,12
201100480,4,1,0,0,2,1,1,4,2,3,4,11.3254024037768,3,1,12
201100481,4,1,0,0,3,2,1,4,2,3,4,11.0600699625575,3,1,12
201100482,4,1,0,0,3,2,1,3,2,2,2,11.258046118484,3,1,12
201100483,4,1,0,0,2,1,1,1,1,2,3,10.9647613555489,3,1,12
201100484,4,1,0,0,2,0,1,5,2,2,3,9.85228265884638,1,1,12
201100485,5,1,1,1,2,1,1,4,9,1,3,0,1,1,12
201100486,4,1,0,0,3,0,1,4,2,2,4,11.5129354649202,3,1,12
201100487,5,1,1,1,3,2,1,5,9,9,5,12.1071167500481,3,1,12
201100488,4,1,0,0,1,0,0,5,4,3,4,10.353001443479,2,1,12
201100489,4,1,0,0,3,1,1,5,2,2,4,11.9085019455299,3,1,12
201100490,4,1,0,0,3,0,1,3,2,2,3,6.90875477931522,1,1,12
201100491,5,1,1,1,1,0,0,5,2,3,3,10.9228170443781,3,1,12
201100492,4,1,0,0,2,2,1,3,1,1,3,11.3170881048237,3,1,12
201100493,4,1,0,0,2,1,1,3,2,2,2,11.0272359529953,3,1,12
201100494,5,1,1,1,2,0,1,3,3,2,5,10.3417747410115,2,1,12
201100495,4,1,0,0,3,1,1,5,2,2,3,11.5726953098042,3,1,12
201100496,4,1,0,0,3,1,1,2,2,2,4,10.646453478957,2,1,12
201100497,5,1,1,1,3,2,1,2,2,2,2,10.5966597327836,2,1,12
201100498,4,1,0,0,1,2,0,4,2,2,4,10.801634680174,2,1,12
201100499,4,1,0,0,2,1,1,2,2,3,3,10.0857192615439,2,1,12
201100500,4,1,0,0,2,0,1,3,4,2,2,12.2239174752378,3,1,12
201100501,5,1,1,1,1,0,0,5,2,2,4,10.0345596736298,2,1,12
201100502,5,1,1,1,2,0,1,5,2,2,5,11.3176759510909,3,1,12
201100503,2,0,-2,0,1,0,0,5,4,2,2,10.9129256867557,3,1,12
201100504,4,1,0,0,1,2,0,5,3,2,4,10.4239169124448,2,1,12
201100505,5,1,1,1,3,1,1,3,4,2,4,11.0763720855788,3,1,12
201100506,4,1,0,0,2,0,1,3,2,2,4,10.9669043493006,3,1,12
201100507,4,1,0,0,2,0,1,5,5,3,3,10.4913019948302,2,1,12
201100508,5,1,1,1,2,0,1,3,1,2,5,8.79497643168877,1,1,12
201100509,5,1,1,1,1,1,0,5,4,2,3,10.409732701928,2,1,12
201100510,4,1,0,0,2,2,1,1,1,2,3,9.44470077849556,1,1,12
201100511,2,0,-2,0,2,1,1,5,3,3,2,11.534942550308,3,1,12
201100512,4,1,0,0,2,1,1,4,2,2,4,10.7789771230064,2,1,12
201100513,4,1,0,0,3,2,1,5,2,3,4,10.8297484170476,2,1,12
201100514,3,0,-1,0,2,0,1,4,2,4,3,10.6450031193416,2,1,12
201100515,2,0,-2,0,2,1,1,4,2,2,4,10.9078074765836,2,1,12
201100516,4,1,0,0,2,0,1,5,2,2,3,11.002116507732,3,1,12
201100517,4,1,0,0,3,0,1,1,2,2,3,10.1044263938621,2,1,12
201100518,4,1,0,0,2,0,1,3,2,2,4,11.1331427233868,3,1,12
201100519,4,1,0,0,2,1,1,3,4,3,4,6.90875477931522,1,1,12
201100520,4,1,0,0,2,0,1,5,2,2,4,9.90353755128617,1,1,12
201100521,5,1,1,1,1,0,0,5,2,3,4,9.61587214452889,1,1,12
201100522,3,0,-1,0,2,0,1,5,3,3,3,9.58541499876028,1,1,12
201100523,4,1,0,0,2,1,1,4,2,2,4,11.9823101527112,3,1,12
201100524,4,1,0,0,2,1,1,5,3,2,4,10.0858507751287,2,1,12
201100525,4,1,0,0,2,0,1,4,3,2,4,6.90875477931522,1,1,12
201100526,2,0,-2,0,2,1,1,5,3,2,2,9.39274525863144,1,1,12
201100527,3,0,-1,0,2,1,1,1,2,2,3,8.99355158629998,1,1,12
201100528,3,0,-1,0,2,1,1,3,2,3,2,9.41743583886879,1,1,12
201100529,5,1,1,1,2,0,1,5,2,2,3,10.2819582342453,2,1,12
201100530,4,1,0,0,3,1,1,5,2,2,4,10.2065507270262,2,1,12
201100531,3,0,-1,0,1,0,0,5,2,2,2,12.2060776455177,3,1,12
201100532,5,1,1,1,3,1,1,4,5,1,5,10.8396005193574,2,1,12
201100533,5,1,1,1,2,0,1,3,2,2,4,10.565434271569,2,1,12
201100534,4,1,0,0,2,0,1,5,3,2,3,11.0974251724089,3,1,12
201100535,4,1,0,0,2,1,1,3,2,2,4,11.5327378961399,3,1,12
201100536,4,1,0,0,2,2,1,5,2,2,4,10.7893396952697,2,1,12
201100537,4,1,0,0,1,2,0,5,4,2,2,11.2644769261024,3,1,12
201100538,5,1,1,1,2,0,1,3,3,2,2,10.9187363480431,3,1,12
201100539,4,1,0,0,2,0,1,5,3,3,3,10.6164618698958,2,1,12
201100540,3,0,-1,0,2,0,1,4,2,3,3,12.0358831961988,3,1,12
201100541,5,1,1,1,2,0,1,5,2,2,3,10.6348212578146,2,1,12
201100542,5,1,1,1,1,0,0,5,2,2,5,11.002116507732,3,1,12
201100543,4,1,0,0,2,0,1,3,2,2,4,12.3246311443262,3,1,12
201100544,4,1,0,0,2,0,1,5,4,2,3,10.2256072829329,2,1,12
201100545,5,1,1,1,1,0,0,5,2,2,5,11.1513873758008,3,1,12
201100546,4,1,0,0,1,0,0,5,2,2,4,0,1,1,12
201100547,4,1,0,0,2,0,1,3,3,2,3,10.5321228782696,2,1,12
201100548,4,1,0,0,2,0,1,5,4,2,3,11.3385839825165,3,1,12
201100549,4,1,0,0,2,0,1,1,2,2,4,10.7418383643284,2,1,12
201100550,4,1,0,0,2,0,1,3,2,2,4,10.1811571672049,2,1,12
201100551,4,1,0,0,1,0,0,5,3,2,3,11.571203807012,3,1,12
201100552,4,1,0,0,2,1,1,5,4,2,3,9.83097062169695,1,1,12
201100553,5,1,1,1,3,0,1,5,3,2,3,6.66057514983969,1,1,12
201100554,5,1,1,1,1,0,0,5,2,2,4,8.96200720958831,1,1,12
201100555,4,1,0,0,2,0,1,3,4,3,4,10.3112122153019,2,1,12
201100556,4,1,0,0,2,1,1,5,2,3,3,11.8792470736107,3,1,12
201100557,5,1,1,1,2,0,1,4,3,3,4,10.5966597327836,2,1,12
201100558,5,1,1,1,1,0,0,4,2,2,5,10.3089859934221,2,1,12
201100559,4,1,0,0,3,1,1,5,2,2,4,10.133686158324,2,1,12
201100560,2,0,-2,0,2,1,1,4,2,2,2,11.2058702729706,3,1,12
201100561,3,0,-1,0,3,2,1,1,2,1,2,10.4400101623893,2,1,12
201100562,4,1,0,0,2,0,1,4,4,2,4,9.94083150567655,1,1,12
201100563,4,1,0,0,2,2,1,5,2,2,4,11.0073868818079,3,1,12
201100564,4,1,0,0,2,1,1,5,2,2,4,10.6525660054169,2,1,12
201100565,3,0,-1,0,1,2,0,3,1,2,2,10.2507632467564,2,1,12
201100566,4,1,0,0,1,1,0,5,3,2,3,10.6435421736722,2,1,12
201100567,4,1,0,0,2,0,1,4,3,2,4,10.0345596736298,2,1,12
201100568,4,1,0,0,3,1,1,5,3,2,4,10.5506169722625,2,1,12
201100569,4,1,0,0,1,1,0,4,2,3,3,10.814029290568,2,1,12
201100570,3,0,-1,0,3,0,1,2,2,2,2,10.9114637209448,3,1,12
201100571,2,0,-2,0,1,0,0,5,3,3,1,9.69282824771042,1,1,12
201100572,4,1,0,0,1,1,0,4,2,2,3,10.7783193683486,2,1,12
201100573,3,0,-1,0,1,1,0,4,1,2,2,0,1,1,12
201100574,5,1,1,1,3,0,1,5,4,4,3,10.0213150316493,1,1,12
201100575,4,1,0,0,2,0,1,5,4,2,4,11.3169227464204,3,1,12
201100576,4,1,0,0,1,1,0,5,2,2,2,9.69898173460629,1,1,12
201100577,4,1,0,0,2,0,1,5,3,3,4,10.3189359942532,2,1,12
201100578,4,1,0,0,3,0,1,2,2,2,3,10.3089859934221,2,1,12
201100579,5,1,1,1,2,1,1,5,1,1,5,10.1924562968705,2,1,12
201100580,4,1,0,0,2,0,1,5,1,2,4,11.0836951890618,3,1,12
201100581,4,1,0,0,1,0,0,5,2,3,4,7.54908271081229,1,1,12
201100582,4,1,0,0,3,1,1,5,2,2,4,12.3529440383741,3,1,12
201100583,4,1,0,0,2,1,1,5,2,2,3,9.7291936874294,1,1,12
201100584,4,1,0,0,2,1,1,5,2,2,4,10.6411538847006,2,1,12
201100585,5,1,1,1,2,1,1,5,2,3,5,11.2701020288267,3,1,12
201100586,3,0,-1,0,2,1,1,5,2,3,3,10.7202010135082,2,1,12
201100587,5,1,1,1,1,1,0,5,3,2,4,9.8730798901147,1,1,12
201100588,4,1,0,0,2,1,1,5,2,2,3,10.2988532652961,2,1,12
201100589,4,1,0,0,2,0,1,5,1,2,4,8.59433940059289,1,1,12
201100590,4,1,0,0,3,1,1,5,2,3,4,10.1145990076265,2,1,12
201100591,5,1,1,1,3,2,1,5,4,2,4,9.20039104112251,1,1,12
201100592,5,1,1,1,2,0,1,5,4,3,2,9.97585472466203,1,1,12
201100593,3,0,-1,0,2,0,1,2,1,2,3,10.0345596736298,2,1,12
201100594,4,1,0,0,3,2,1,5,2,3,3,7.82444593087762,1,1,12
201100595,4,1,0,0,1,0,0,5,2,2,3,12.8641132383052,3,1,12
201100596,4,1,0,0,2,1,1,5,2,2,4,10.6525660054169,2,1,12
201100597,3,0,-1,0,1,0,0,5,2,2,4,10.3940470103385,2,1,12
201100598,4,1,0,0,3,1,1,5,2,2,5,10.6066098161182,2,1,12
201100599,4,1,0,0,2,0,1,5,4,1,4,12.0482544151204,3,1,12
201100600,4,1,0,0,2,0,1,3,3,2,4,11.6082447356423,3,1,12
201100601,4,1,0,0,3,1,1,5,3,3,3,11.2593355926862,3,1,12
201100602,4,1,0,0,2,0,1,5,3,3,3,10.3978663611832,2,1,12
201100603,4,1,0,0,2,1,1,5,2,2,3,10.463131911492,2,1,12
201100604,4,1,0,0,2,0,1,5,2,2,4,10.4913019948302,2,1,12
201100605,3,0,-1,0,2,0,1,5,2,2,2,9.98049488889691,1,1,12
201100606,4,1,0,0,1,0,0,4,1,2,4,11.4483976104424,3,1,12
201100607,5,1,1,1,2,0,1,3,2,2,4,12.676079399771,3,1,12
201100608,4,1,0,0,1,2,0,3,2,2,2,10.7789771230064,2,1,12
201100609,4,1,0,0,3,0,1,5,2,2,3,10.7987793418142,2,1,12
201100610,5,1,1,1,2,0,1,3,2,2,4,11.1982284186668,3,1,12
201100611,5,1,1,1,1,1,0,3,4,2,5,11.9283475045698,3,1,12
201100612,4,1,0,0,1,0,0,5,2,2,4,10.6736189221124,2,1,13
201100613,4,1,0,0,2,0,1,5,1,2,4,12.473045504861,3,1,13
201100614,4,1,0,0,2,0,1,3,3,4,4,0,1,1,13
201100615,3,0,-1,0,1,0,0,5,2,2,2,9.25922576970599,1,1,13
201100616,4,1,0,0,3,1,1,5,2,2,4,10.4602707610752,2,1,13
201100617,,,,,1,0,0,5,1,9,,10.0858507751287,2,1,13
201100618,4,1,0,0,3,1,1,3,2,2,3,11.0778499956742,3,1,13
201100619,4,1,0,0,3,1,1,4,2,2,2,8.43402895015547,1,1,13
201100620,,,,,3,1,1,1,2,9,4,10.9682155307592,3,1,13
201100621,4,1,0,0,3,1,1,1,2,4,1,11.630717389476,3,1,13
201100622,5,1,1,1,1,1,0,4,2,1,5,9.90353755128617,1,1,13
201100623,4,1,0,0,1,0,0,3,2,2,5,9.90353755128617,1,1,13
201100624,2,0,-2,0,2,0,1,1,2,2,2,9.74102744483773,1,1,13
201100625,3,0,-1,0,1,0,0,5,1,3,4,9.60918360377546,1,1,13
201100626,,,,,1,0,0,5,1,9,3,9.57505292759738,1,1,13
201100627,,,,,1,0,0,,9,9,,10.348205424566,2,1,13
201100628,4,1,0,0,1,1,0,5,2,2,4,9.9749521064811,1,1,13
201100629,3,0,-1,0,2,0,1,2,2,2,4,10.6978592071139,2,1,13
201100630,4,1,0,0,1,0,0,5,1,9,,7.31388683163346,1,1,13
201100631,3,0,-1,0,1,0,0,5,1,9,3,9.73512807075823,1,1,13
201100632,4,1,0,0,0,1,0,5,2,2,4,0,1,1,13
201100633,4,1,0,0,0,1,0,5,1,3,4,9.63567346472181,1,1,13
201100634,4,1,0,0,1,1,0,5,2,2,4,0,1,1,13
201100635,3,0,-1,0,3,1,1,2,1,2,4,10.0519506601738,2,1,13
201100636,5,1,1,1,3,1,1,3,2,2,5,10.534785924769,2,1,13
201100637,3,0,-1,0,1,1,0,5,1,2,4,8.764209507142,1,0,13
201100638,4,1,0,0,1,1,0,5,2,9,5,10.119567779705,2,0,13
201100639,4,1,0,0,1,0,0,5,1,2,5,7.55013534248843,1,0,13
201100640,4,1,0,0,0,1,0,4,3,2,4,8.7227428743294,1,0,13
201100641,4,1,0,0,1,0,0,4,2,9,4,8.49719454490955,1,0,13
201100642,3,0,-1,0,1,0,0,5,2,2,5,8.86799089818209,1,0,13
201100643,5,1,1,1,1,0,0,5,1,1,4,8.03947991910045,1,0,13
201100644,4,1,0,0,1,0,0,5,3,2,4,7.12367278520461,1,0,13
201100645,3,0,-1,0,1,0,0,5,2,3,3,6.77878489768518,1,0,13
201100646,4,1,0,0,1,0,0,5,2,3,4,8.41980084540759,1,0,13
201100647,3,0,-1,0,1,0,0,5,3,2,4,9.49634604004702,1,0,13
201100648,,,,,0,0,0,5,1,9,,7.34987370473834,1,0,13
201100649,4,1,0,0,2,0,1,4,2,2,3,7.60140233458373,1,0,13
201100650,,,,,1,0,0,5,9,9,,,1,0,13
201100651,4,1,0,0,1,1,0,5,3,3,4,9.05134464048573,1,0,13
201100652,,,,,1,0,0,,2,9,,7.60140233458373,1,0,13
201100653,5,1,1,1,1,0,0,5,2,2,3,8.74528448245438,1,0,13
201100654,4,1,0,0,1,0,0,5,4,3,4,10.0162983512519,1,0,13
201100655,3,0,-1,0,1,0,0,5,2,2,3,8.00670084544037,1,0,13
201100656,3,0,-1,0,1,0,0,5,2,2,3,7.60140233458373,1,0,13
201100657,4,1,0,0,1,0,0,4,2,9,4,10.122663242289,2,0,13
201100658,4,1,0,0,1,0,0,3,2,9,4,10.7118237822767,2,0,13
201100659,3,0,-1,0,2,1,1,5,2,9,4,9.08489052125877,1,0,13
201100660,4,1,0,0,0,1,0,5,1,2,3,7.18614430452233,1,0,13
201100661,,,,,0,0,0,5,9,9,,7.13169851046691,1,0,13
201100662,2,0,-2,0,1,0,0,5,2,3,3,9.46350863639609,1,0,13
201100663,5,1,1,1,1,0,0,5,2,2,5,8.80402490241318,1,0,13
201100664,5,1,1,1,1,0,0,3,1,2,5,9.45100945015621,1,0,13
201100665,4,1,0,0,0,1,0,1,2,3,4,8.55275336681479,1,0,13
201100666,3,0,-1,0,1,0,0,5,1,2,3,10.9187363480431,3,0,13
201100667,5,1,1,1,1,0,0,3,2,1,5,9.86167548472169,1,0,13
201100668,4,1,0,0,2,0,1,5,2,2,4,11.775628133711,3,0,13
201100669,5,1,1,1,1,0,0,5,1,9,5,10.1697289067531,2,0,13
201100670,2,0,-2,0,1,0,0,2,9,9,,8.73608772844103,1,0,13
201100671,4,1,0,0,1,0,0,5,3,2,4,,1,0,13
201100672,5,1,1,1,1,1,0,3,2,2,5,9.26492324974647,1,0,13
201100673,4,1,0,0,1,0,0,,2,9,4,9.05555615817532,1,0,13
201100674,5,1,1,1,2,0,1,3,1,1,4,10.6938801839412,2,0,13
201100675,4,1,0,0,1,0,0,5,2,2,3,10.7296566209451,2,0,13
201100676,3,0,-1,0,1,0,0,5,2,3,3,9.29660980712836,1,0,13
201100677,4,1,0,0,1,0,0,3,2,2,5,7.95892649305011,1,0,13
201100678,3,0,-1,0,1,1,0,5,1,2,2,8.1978140322212,1,0,13
201100679,3,0,-1,0,1,0,0,,2,4,2,9.31027620058878,1,0,13
201100680,3,0,-1,0,1,0,0,4,2,3,3,8.38958706681109,1,0,13
201100681,4,1,0,0,0,1,0,5,2,2,4,10.7009176761936,2,0,13
201100682,5,1,1,1,0,1,0,5,2,9,,8.67094379122216,1,0,13
201100683,4,1,0,0,1,1,0,3,2,3,4,8.99230873254815,1,0,13
201100684,4,1,0,0,1,1,0,4,2,2,4,9.28739400141847,1,0,13
201100685,4,1,0,0,1,1,0,5,2,9,,9.27340906344317,1,0,13
201100686,4,1,0,0,1,0,0,,2,2,2,10.2421359909402,2,0,13
201100687,3,0,-1,0,1,0,0,5,1,9,3,9.72621323696369,1,0,13
201100688,4,1,0,0,1,0,0,5,2,9,4,9.88576264029437,1,0,13
201100689,4,1,0,0,1,1,0,5,2,2,4,10.1969915605995,2,0,13
201100690,5,1,1,1,1,1,0,5,1,1,4,7.78779687818117,1,0,13
201100691,4,1,0,0,1,0,0,5,2,2,4,9.18512512283512,1,0,13
201100692,5,1,1,1,1,1,0,5,2,2,5,10.2310631886496,2,0,13
201100693,3,0,-1,0,1,0,0,5,2,4,2,0,1,0,13
201100694,4,1,0,0,1,0,0,5,2,2,4,8.88336291691676,1,0,13
201100695,4,1,0,0,1,0,0,3,2,9,4,7.60140233458373,1,0,13
201100696,4,1,0,0,1,0,0,5,1,3,3,9.4955944993533,1,0,13
201100697,3,0,-1,0,1,1,0,5,2,9,4,9.6080418926318,1,0,13
201100698,4,1,0,0,1,1,0,5,2,3,5,9.64865981695529,1,0,13
201100699,5,1,1,1,1,0,0,5,2,2,4,8.52535975408263,1,0,13
